site	location	review_title	review_date_original	review_rating	review_text
firstleaf	US	Been a member well over year now and…	08 October 2022	Rated 5 out of 5 stars	Been a member well over year now and love variety and has allowed me opportunity to fine tune my taste for certain wine types/areas. Love convenience and price/free shipping. Club is very flexible on delivery/bottle count options. Have fully enjoyed membership and most selections. Especially appreciate the “swap option” as I have learned to hone my favorites!Never planned club plan but well worth every bottle!
firstleaf	US	I love the selection of wines I receive…	09 April 2023	Rated 5 out of 5 stars	I love the selection of wines I receive in each shipment. They are from so many different regions and I haven't had one that I haven't totally enjoyed.I have friends who belong to other wine clubs and pay more per bottle than I do with First Leaf. I can't imagine the wine they are receiving is any better than what I am getting.
firstleaf	US	My experience with first leaf has been…	14 March 2023	Rated 5 out of 5 stars	My experience with first leaf has been a very good one. I am not a wine connoisseur, but I certainly do enjoy your various wines and I get great pleasure out of giving bottles to family and friends. I have no suggestions other than to keep up the good work.
firstleaf	US	Subscribing to Firstleaf Fun for a couple years!	01 August 2022	Rated 5 out of 5 stars	I've been a Firstleaf subscriber for a couple of years. It's been fun to try out a multitude of different wines from around the world! I've found a few new favorites! It's much easier to get delicious wines by letting the Firstleaf software select them, rather than guessing at bottles at the store. Plus, it feels like a little gift to myself every month. It's fun to open the box to see what's arrived! One additional bonus - Firstleaf costs less than shopping at the wine store!
firstleaf	US	Great Wines, Great Service!	08 April 2023	Rated 5 out of 5 stars	I was really surprised how much I enjoyed the wines after taking a brief taste quiz. I was always disappointed with any bottle I have ever picked out from the store. Firstleaf really nailed my tastes, and there hasn't been more than one in all my shipments that I did not really enjoy! Now I can even pick out a good bottle after learning a little about wines from Firstleaf. I enjoy the articles on their website as well.
firstleaf	US	Beautiful wines are in stuck	10 May 2023	Rated 5 out of 5 stars	Beautiful wines are in stuck. Each wine with description give me idea of flavors on the beautiful card. GRATE GIFT for special occasion. I love to bake cake and cookies with my trade-mark and wine, people love that, I received big smile. No guess to the wine shop and save time and money. Thank you, grad I'm in Member.
firstleaf	US	I really have no complaints about my…	31 July 2022	Rated 5 out of 5 stars	I really have no complaints about my experience. I can honestly say I look forward to my deliveries and with the exception of maybe 2 or 3 bottles, I've enjoyed them all. Unfortunately I'm not the greatest of book keepers to keep track of which I didn't care for and rate them. One suggestion I'd have is when making changes to a wine selected, if the 2nd choice is not something a person would care for, I wish I had the option to go back to the first.
firstleaf	US	Skeptical no more.	13 August 2022	Rated 5 out of 5 stars	I thoroughly enjoy my First Leaf experience.  It is a privilege to be a part of a group that truly strives for excellence. I have had very few wines that did not meet my expectations but after rating them thumbs down my experience was only enhanced because of wines more to my liking even those that I normally would shy away from because of the label. Keep up the great work.
firstleaf	US	Join Firstleaf!	09 August 2022	Rated 5 out of 5 stars	Enjoy the selections very much!  I don't think that I have ever had the same wine twice and I have been a member coming up on 3 years.  Would definitely recommend the subscription!  I think the pricing is reasonable.  Delicious wines that are affordable of which I compare to my local shops.  Deliveries are always on time and I appreciate the tracking info provided.  So easy to delay and reschedule your shipments.
firstleaf	US	Don’t like a certain kind of wine? Tough…	25 April 2023	Rated 4 out of 5 stars	In spite of the fact that since 2020, without fail and consistently, I have given a Thumbs Down to any Pinot Noir I’ve received from Firstleaf, I continue to get them. It makes me wonder about the veracity of their algorithm.
firstleaf	US	Unmet delivery expectations	30 April 2023	Rated 3 out of 5 stars	Because a shipment of wine requires a signature and ID, it’s essential that you keep the delivery date that you provide. I have to adjust my schedule in order to be home. I had the last order ship on May 1st but it still isn’t here! I have been given at least 3 delivery dates, but none have been met. This is very frustrating to me, enough so that I may consider canceling future orders.
firstleaf	US	Shipping woes led to restock fee	03 May 2023	Rated 1 out of 5 stars	"I chose to try Firstleaf hoping it might be something worth trying. The order went smoothly but quickly ran into roadblocks when FedEx said it was ""undeliverable."" I waited on my porch all day for the shipment and nobody came with it. I then held it at a location and then redirected it to one of the local pick-up spots close by. Fed-Ex chose to ship it back to the sender and I was charged a restocking fee by Firstleaf. When I contacted them, they stated I would not receive my product and they would not refund the restock fee. Terrible experience that spanned about a month."
firstleaf	US	First Leaf is first rate	02 February 2023	Rated 5 out of 5 stars	First Leaf is first rate! They adapt to the customer’s request now your club order can be 12 different bottles instead of 6 x 2. I’m not a wine expert by any means but I am learning through First Leaf. The regular price of $15 per bottle is very reasonable and as a member there are lots of sales where the price is as low as $13. I love First Leaf no more dragging wine home from the store 😂
firstleaf	US	Predatory, as others have described	07 June 2023	Rated 1 out of 5 stars	"As others have described, this is a dishonest and predatory company. The entire experience is designed to make it hard to cancel the membership, despite the claim you can cancel anytime. Signed up for 1 introductory offer, never created an account, so when I went to cancel I received a message stating there was no account associated with my email. But of course the next month I received a credit card charge 3x the amount of the introductory offer, because I did not ""cancel my membership"". Once I found an email to help desk, it turns out the only way to cancel is to send them an email since there is no account set-up."
firstleaf	US	Customer service is great	01 August 2022	Rated 4 out of 5 stars	Customer service is great. I have enjoyed most wines. I have found the ratings have gotten the red wines very customized. The whites on the other hand have consistently fallen flat so much that I have started requesting less. They have become less enjoyable to drink. Love how you can change frequency of shipments and combinations in box. I have recommended first leaf to many friends and it is fascinating to see how our tastes are different.
firstleaf	US	I expect the beat and I found it!	05 May 2023	Rated 5 out of 5 stars	The customer service is second to none! The delivery is fast and accurate but the wine selection is outstanding. By the way, Open Secret is outstanding! Would not consider any other wine club!
firstleaf	US	Great wine club	01 August 2022	Rated 5 out of 5 stars	After tasting one of our newly delivered wines, we liked it enough to order more. Having been in this club for a lot of years, we know you have to move quickly, so we ordered a 12 bottle case. It arrived in just a couple of days. We really enjoy Firstleaf because of the variety of wines we received and they really do seem to tailor our selection according to our ratings of past wine shipments.
firstleaf	US	Convenient and Good Value	31 July 2022	Rated 4 out of 5 stars	I really love the convenience of the wine deliveries and the value Firstleaf brings to us.  The one thing that I think needs to be fixed is the swap feature available when verifying our orders.  I have found that the same wine pops up over and over - meaning that you actually have only one or two actual swaps rather than 6.  This is frustrating.
firstleaf	US	The concept is great	01 August 2022	Rated 4 out of 5 stars	The concept is great and I enjoy being a member.  A couple of items would make the experience better.  Better filtering on the website for finding and selecting wines.  Also, the ability to search my written comments.  A master list of my purchases with the ability to easily select for re-order.  And another improvement would be an option for 24 bottles per month at an even greater savings.
firstleaf	US	Easy Wine Delivery	01 August 2022	Rated 4 out of 5 stars	I love the ease of ordering wine monthly or at intervals of every three or special selections at other times. There are fun sales and bundles often! The prices are very competitive and I don’t have to leave the house. I like that it includes imports and local wines and we can choose between reds, whites, rosé, and sparkling – or a combination. Good quality that I can't find locally. This is just too easy to pass up.
firstleaf	US	Delicious wine delivered at your door  step	19 November 2022	Rated 5 out of 5 stars	My wife and I enjoy a glass of wine on Saturday and Sunday with meals.  It’s also nice to have wine available to serve when family and friends visit.  It’s a pleasure to know you can select the wine you want  both domestic or international or enjoy the wine picked especially for you. And how often  it’s shipped.
firstleaf	US	The experience is generally good	31 July 2022	Rated 5 out of 5 stars	The experience is generally good. Our last concierge was a bit disappointing in that I did not feel as though he was available at times.  Overall the wines and prices have been outstanding! We have a few favorites, and hope to get those fulfilled during orders.
firstleaf	US	Absolutely horrific experience	10 December 2022	Rated 1 out of 5 stars	Absolutely horrific experience. The wine arrived 10 days late. I communicated with customer support on 4 separate occasions, to which they told me to just “check the shipping update.” Each day, I was home with an ID ready to sign for the package. Each evening, I’d get an email about how something went wrong with my order. It was frustrating and painful. Then, the box arrived damaged. Go figure.
firstleaf	US	We look forward to our wine shipments…	01 August 2022	Rated 4 out of 5 stars	We look forward to our wine shipments and appreciate the automated deliveries; however, we have received several “repeats” of wine selections. The reason we are members of the club is so that we can learn about and try new wines. When we love a particular selection, we order several. Please tell us how we can avoid the “repeats”.  Thank you!
firstleaf	US	Great subscription service	01 August 2022	Rated 4 out of 5 stars	I love this subscription service. I only wish that, when ordering a box of 12 bottles, you would get 12 DIFFERENT bottles rather than two of each of the six wines. I understand that if you make a phone call each time they will curate 12 different wines, but that is a hassle that personally I think doesn't have to happen.
firstleaf	US	Wines now are only average	26 April 2023	Rated 3 out of 5 stars	I did not get a call before this order.  I did not get to personalize my order.What I am now disappointed in is that when I like a wine, I cannot get it again.When I first joined the club, there were really good cabernet's and red blends available.  Now, they are very average or below average wines. I may not continue my membership.
firstleaf	US	Better Wine Clubs.  Avoid Firstleaf.	06 April 2023	Rated 1 out of 5 stars	I've had much better service with WSJWine.com.  They even reach out to you before your scheduled shipment to confirm.  That's topnotch service that Firstleaf needs to learn.  As they say, if you don't take care of your customer, someone else will.  Enjoy your $25 restocking fee Firstleaf.
firstleaf	US	I like getting different wines that I…	19 April 2023	Rated 5 out of 5 stars	I like getting different wines that I normally wouldn’t have tried! The fact I can swap out wines or order more is a great feature. I look forward to the next delivery every time!
firstleaf	US	Five Years With No Problems	31 July 2022	Rated 5 out of 5 stars	In five years I have never had a problem with Firstleaf; they have always been responsive to any concerns and extremely helpful. I spend winters in Arizona and summers in Wyoming so I'm constantly changing the shipping address back and forth.  The couple times I was late in doing this and had a club order being shipped to the wrong address, Firstleaf went above and beyond in customer service to get the order recalled and then sent to the proper address.  It's a very professional and outstanding company.
firstleaf	US	Great wine club!	06 August 2022	Rated 4 out of 5 stars	I have been a member for almost 6 years.  I didn’t think I’d last a year!   I have tried so many new wines and various types of wines.   I’ve enjoyed most of the wines I’ve tried from this club.  I like how you can decide how often you want a delivery, and by rating your wines you are offered wines they think you will like.  They recently started offering Wine Concierges and that has really enhanced the membership.  It’s fun “talking wine” with someone who enjoys it as much as you do and can give suggestions, and personalize each order.  I highly recommend this club!
firstleaf	US	Very spot on and if they are not	29 October 2022	Rated 5 out of 5 stars	Very spot on and if they are not, they guarantee your money back. We love trying the wines and rating them. It gets us new choices and better results. This is a fun, learning experience and tasteful adventure.
firstleaf	US	Firstleaf is an exceptional wine company!	07 June 2023	Rated 5 out of 5 stars	Firstleaf is an exceptional wine company that truly stands out in the crowded world of online wine subscriptions. As a wine enthusiast, I have had the pleasure of experiencing their service firsthand, and I must say, I am thoroughly impressed.Firstleaf sets itself apart by offering a personalized wine selection tailored to individual tastes. Upon signing up, you are prompted to take a brief quiz about your preferences, which helps the company curate a selection of wines specifically suited to your palate. This level of customization ensures that every bottle you receive is a delightful match for your personal preferences.One of the aspects I appreciate most about Firstleaf is the high quality of the wines they offer. They have a team of expert sommeliers who carefully curate a diverse range of wines from around the world. I have been pleasantly surprised by the selection I have received, which includes both well-known vineyards and hidden gems. The wines consistently exhibit excellent craftsmanship, vibrant flavors, and distinct characteristics that showcase the artistry of winemaking.
firstleaf	US	Favorite Reds with a Birthday Perk	21 March 2023	Rated 4 out of 5 stars	As always, it was very easy to order and getting my favorite reds and rose for the summer was perfect.  I would like you to consider allowing members to order a case of their favorite wine at a bundle price.
firstleaf	US	Each box is a surprise.	03 May 2023	Rated 5 out of 5 stars	Sometimes it feels like a real gamble when I’m not sure what kind of wine I am receiving. But other times it feels like Christmas! What a great service to have wine delivered at your door. This company really does try to please and it shows in their service.
firstleaf	US	We enjoy the different choices we are…	27 April 2023	Rated 5 out of 5 stars	We enjoy the different choices we are offered each month! Also that I can change what we receive at any time, and also the frequency of deliveries.
firstleaf	US	My January 2022 Order	01 August 2022	Rated 3 out of 5 stars	My January order consisted of wine that were not to my liking.  5 of the 6 bottles received I rated a thumbs down.  The worst was the Nomos Shiraz from Australia.  In contrast, the Orthographic Zinfandel-Petite Shiraz was the best red blend I've ever tasted.  As a result of this experience I have changed my future wine order selection preference to domestic wines only.
firstleaf	US	Customer support is great.	07 May 2023	Rated 5 out of 5 stars	Customer support is great.The wines are very good and generally a little cheaper than my state store.Delivery is easier than going to the local store.
firstleaf	US	I continue to get a number of Pinot…	18 April 2023	Rated 3 out of 5 stars	I continue to get a number of Pinot Grigio’s, and Sauvignon Blanc, I’d prefer Chardonnays. This system would not allow me to subsidize one of the above or Chardonnay.  Also, he won’t allow me to replace I want. I don’t want with one that I do you want I have tried before.
firstleaf	US	I get great tasting white wines	03 April 2023	Rated 5 out of 5 stars	I get great tasting white wines. Each delivery, I am able to tell if I prefer to switch a wine. I have already expressed my tastes and the wines are chosen for me based on those preferences. I am never disappointed.
firstleaf	US	I am enjoying my club membership very…	31 July 2022	Rated 5 out of 5 stars	I am enjoying my club membership very much because;1. Exposure to different vines2. Wide selection of types of wines I like. 3. A discretion of the wines they send in my order and the benfit of swapping out wines I don’t I will like.4 great customer service .
firstleaf	US	communication with your staff	02 May 2023	Rated 5 out of 5 stars	communication with your staff enabling me to effectively make changes in my standing monthly order. Accuracy and consistency of your service to provide me with my choice wines.
firstleaf	US	The wines are basically good but we get…	17 December 2022	Rated 5 out of 5 stars	The wines are basically good but we get the opportunity to try wines we would not normally experience. For example typically 5 out of 10 wines we really like with another 2-3 being just OK and roughly 2 we don't like.
firstleaf	US	Top Notch Wine Club	31 July 2022	Rated 5 out of 5 stars	Firstleaf is by far the best wine club I have tried. The wines are consistently good, and the one time I got a bottle that I didn't care for, they cheerfully refunded me for it. The other thing I really like is that (unlike some other clubs) if you want to reorder a wine that came in a club shipment, it is the same price as you paid originally. All pricing is very reasonable. The shipping is fast and free (for full case orders). I'm very pleased with both the service and the wines.
firstleaf	US	Great wine club overall!!!	05 April 2023	Rated 4 out of 5 stars	"I have liked the wines Firstleaf brought to me in general.  I do wish there could be a few more ""skips"" when picking your next shipment. Finally, the boxes the wines come in are great!  I just wish we could recycle them or get them back to Firstleaf somehow to re-use!!!"
firstleaf	US	2 1/2 years with First Leaf.	10 May 2023	Rated 5 out of 5 stars	I joined First Leaf a couple years ago. Love that I can sit in my living room, order wine and have it shipped to my home. Fast service and great prices. Customer service is very helpful and knowledgeable.
firstleaf	US	Good place to get a variety of wines	22 March 2023	Rated 4 out of 5 stars	Good place to get a variety of wines. Prices are reasonable, but some discounts could be more frequent. Their selection of Reds are really good, that's really all we drink!
firstleaf	US	I love the selections and the specials and the assistance of the staff…	17 November 2022	Rated 4 out of 5 stars	I love the selections and the special pricings. I do not like the restrictions from my State which has me sending my orders elsewhere. Staff have been great in assisting re directions
firstleaf	US	My order was processed and delivered…	12 April 2023	Rated 5 out of 5 stars	My order was processed and delivered precisely as promised. No hiccups at all. The array of wines was enjoyable to the last bottle.
firstleaf	US	I don’t buy wine from the store anymore!	17 December 2022	Rated 5 out of 5 stars	Love the addition of the fine wines & having th concierge service to tailor my deliveries. Makes it so much easier to explore new wines & order based on my tastes.
firstleaf	US	Greater variety in shipment would be great	01 August 2022	Rated 4 out of 5 stars	Service has been excellent. There have been several service disruptions that were promptly attend to and I was satisfied. The experience would be greatly enhanced if Firstleaf were able to ship one or two different wines every delivery or every other delivery. I understand that the variety is dependent on the distribution but recent shipments have featured pretty much the same wines that I have been getting in the past.
firstleaf	US	I’ve truly enjoyed almost all of our…	01 August 2022	Rated 4 out of 5 stars	I’ve truly enjoyed almost all of our deliveries but from time to time we still get a bottle that I have a thumbs down on.I completely understand that this can happen as busy as you folks are
firstleaf	US	Like wine, but leave selections to experts	16 September 2022	Rated 5 out of 5 stars	I'm very pleased, not being a wine fanatic it is great to receive a very good selection of wines. I use swaps to tune varieties I prefer and FL selections have been very good.
firstleaf	US	Satisfied Club Member	12 January 2023	Rated 5 out of 5 stars	Selections in my club order are matched up to my “ likes” that I had entered on the questionnaire when I first joined. The deliveries have been accurate and timely.
firstleaf	US	I love Firstleaf Wine club	05 October 2022	Rated 5 out of 5 stars	I love Firstleaf Wine club.  The wine selections are always good in taste and quality.  The packaging is strong and attractive and the deliveries are always on time.There has not been one bottle of wine that I didn't think was really, really good.  I'm more of a red wine drinker, but the whites are lovely as well.  The option of rating the wines is fun and helpful to insure getting the types of wines you enjoy.  Please try them.  You will not be sorry
firstleaf	US	Like Christmas with every shipment	27 April 2023	Rated 5 out of 5 stars	I am able to try so many different wines that I would not have even come in contact with.  I grew up in Ca. so those wines were the only ones I was comfortable with.  My confort zone has expanded.  And I don't have to buy wine every month.  Since I am the only wine drinker in the house, that makes it very convenient.  I can order a variety and it is shipped promptly.  Love this club!
firstleaf	US	Membership is worth it!	31 July 2022	Rated 5 out of 5 stars	I have been a member of First Leaf for over 2 years. I have modified my subscription a few times, but have always been happy with my shipments. I really like the sparkling and happy they are now considered for inclusion in the club. Looking forward to many more years of great wine!
firstleaf	US	I enjoy opening my Firstleaf shipments…	01 August 2022	Rated 5 out of 5 stars	I enjoy opening my Firstleaf shipments and seeing what is inside.  Every shipment contains bottles I love...and even when I don't LOVE them, the rest are enjoyable and drinkable.
firstleaf	US	I've been ordering my wine with…	02 August 2022	Rated 5 out of 5 stars	I've been ordering my wine with Firstleaf for about 2 years now and I haven't been disappointed yet with the selections that I've been receiving. I highly recommend that you try them.
firstleaf	US	Dishonest and Predatory Company. I wish I read reviews before ordering.	09 May 2023	Rated 1 out of 5 stars	"I placed an order at 9pm on a Monday using an first-time customer promo code that offered 12 bottles for $69.90. I woke up at 7:30am the next morning to find that the company had send me another order confirmation email for an order that was supposedly placed in the wee hours of Tuesday morning, this time in the amount of $198.32. I never placed or authorized this order, even though the order page shays, ""you checked out on 5/9/23.""  When I called the company to have them cancel this order, they said that the order was already fulfilled, which means it would have to have happened between 1am and 7am, and that there would be a $25 restocking fee to cancel it. I immediately canceled by membership on the 9th of May, and the membership cancellation page stated that the membership wouldn't be completely cancelled until July. I've never heard of a company that refuses to cancel your membership the very month you initiate the cancellation. This is how the company makes their money, through predatory practices like these."
firstleaf	US	Wonderful exclusive and personal wine…	02 February 2023	Rated 5 out of 5 stars	Wonderful exclusive and personal wine selections that are absolutely decadent, delicious, and delightful. Extremely fast shipping and personal options for choice each month are absolutely fantastic! Love it! Thank you for the intro to wines of the world right to my door!
firstleaf	US	We have enjoyed every bottle we opened	03 May 2023	Rated 5 out of 5 stars	We have enjoyed every bottle we opened.  We added two  bottles of white recently, and are very happy with Firstleaf.  My daughter knows more about wine and she knows what we like and she filled out the initial forms.
firstleaf	US	Always decent selection of wine &…	04 November 2022	Rated 5 out of 5 stars	Always decent selection of wine & prices are reasonable. I get to try out wine from around the world without having to spend time researching
firstleaf	US	The white wines seem very sweet	03 May 2023	Rated 3 out of 5 stars	The white wines seem very sweet. I ordered a box and they replaced 2 wines with wines I didn’t like.  Also,  the prices on the buying screen and cards don’t match.  (Lots less on the cards).  Seems like u are misrepresenting the actual wine value at the point of sale.  When I first started the values were true market price.
firstleaf	US	Recommended.	31 July 2022	Rated 5 out of 5 stars	I've been a member of Firstleaf for two years. I like getting a variety of good wines at good prices. Each month I get presents of different wines to try.Their specials are very good too.The website is easy to use, and lets you customize your wines; frequency, number of bottles, areas of origin, etc.Once I received a shipment with a broken bottle; it was replaced promptly. I am very pleased.
firstleaf	US	I enjoy the wines I get from First…	02 August 2022	Rated 5 out of 5 stars	I enjoy the wines I get from First Leaf.  This last shipment included 10 reds and 2 whites, and everyone of them has been very good.  The prices are fair and the ordering and delivery process works very well.
firstleaf	US	Christmas happens every month when I…	01 August 2022	Rated 5 out of 5 stars	Christmas happens every month when I get my box delivered. The wines and variety are great. I LOVE the cards that come with each bottle- especially helpful with food pairings. I love to bring a bottle to a friend accompanied with the card so they can read about the wine. Love everything about Firstleaf!!!!
firstleaf	US	Close to perfect	19 April 2023	Rated 4 out of 5 stars	Took off a star for a couple of wines we didn’t like, but love the opportunity to try new wines and let you know what we like.
firstleaf	US	Best Wine Club!	23 April 2023	Rated 5 out of 5 stars	I've tried several wine clubs but this is the first time I've absolutely loved everything I received!
firstleaf	US	Started with first leaf early part of…	11 October 2022	Rated 1 out of 5 stars	Started with first leaf early part of this year. First order was great, second was decent and then the quality absolutely went down. Initially they would give combination of high rated, expensive wines with some decent rated cheaper wines in the box. That changed to all low rated or even no rated wines, and the price of the wines not any different from what’s on the market. The swaps part is a joke as the options are very limited and most times the same wines in your box. All this aside, the worst part is their customer service. So many better, genuine options out there. This one is absolutely not worth the hassle.
firstleaf	US	Trusting the process with First leaf's Expertise	01 August 2022	Rated 5 out of 5 stars	I was very pleased with wines that have been selected for me. It has been fun tasting different wines from around the world that I probably would not of purchased in a retail store.
firstleaf	US	The wine selection is awesome	07 February 2023	Rated 5 out of 5 stars	The wine selection is awesome, every month.  The customer service is excellent and the wines have been a wonderful addition to my wine cellar.  So glad a friend recommended you!
firstleaf	US	Why I buy wine thru FirstLeaf Wine Club	18 February 2023	Rated 5 out of 5 stars	Selection, quality and value - FirstLeaf Wine Club provides all of these in their service delivery process!
firstleaf	US	The customer service is outstanding	27 January 2023	Rated 5 out of 5 stars	The customer service is outstanding.  If I have an issue with any of my orders they are so willing to help. I had a friend from work joined and she is so happy as well.
firstleaf	US	I Have been charged 99.99 twice for…	31 July 2022	Rated 3 out of 5 stars	I Have been charged 99.99 twice for order number r552370780 and order # r234299001 what is the shipping status or cancellecation refund status of these two(2) shipments.Please AdviseFrank Kelley
firstleaf	US	New membership plans are confusing	10 April 2023	Rated 3 out of 5 stars	"New membership plans are confusing. Also, the promotion of so called ""fine wines"" does not convince me that those wines are ""fine."""
firstleaf	GB	I love firstleaf!!	08 May 2023	Rated 5 out of 5 stars	I love firstleaf!!! I have been a member for a while now. I can honestly say it is amazing. So many great tasting wines picked out for me and delivered straight to my door. Does it get any better than that? Now with the coming summer months I was able to switch my reds for whites with ease. Summer comes and we typically drink more white than red. Once fall comes I will add the red back in. All done with ease. Thank you Firstleaf!!!
firstleaf	GB	Loved every wine I received great…	16 April 2023	Rated 5 out of 5 stars	Loved every wine I received great variety from all parts of the world so satisfied to be a member
firstleaf	US	Great wine	10 May 2023	Rated 5 out of 5 stars	Great wine (would like a little more variety though, I get a lot of the same vineyards) great price, delivered to my door
firstleaf	US	Love this service	31 July 2022	Rated 4 out of 5 stars	Love this service !  The wines are excellent. I just wish I could pick or eliminate varieties. For example, I don’t like cabs, but I can’t remove them from my profile.
firstleaf	US	Great concierge service,	14 April 2023	Rated 5 out of 5 stars	The concierge service makes tailoring your preferences easy. Rating the wines results in being offered wines you will enjoy.
firstleaf	US	I love that your wines are keto…	22 October 2022	Rated 3 out of 5 stars	I love that your wines are keto friendly but the price has gone up and I’m not ok with that so I haven’t been ordering anymore
firstleaf	US	Almost a winner. Been a member for a while	31 July 2022	Rated 4 out of 5 stars	Been a member for a while. Person I spoke with was very friendly and helpful. I was trying to get three bottles at the club price just this one time, to enjoy a nice Pinot Grigio I liked.  But full price and shipping sent me to my local liquor store instead. Would have been nice to have accommodated me this time. Too bad.
firstleaf	US	Great Wine Club!	02 May 2023	Rated 5 out of 5 stars	Lovely wines!  Great assortment of wines and the ability to customize your order frequency and number of bottles. Helpful concierge and customer service.
firstleaf	US	Love rating my wine	01 August 2022	Rated 5 out of 5 stars	I love the different brands of wine I receive from First leaf. I enjoy being able to rate my wines to shape future selections.
firstleaf	US	Your red wines have been delicious and…	31 July 2022	Rated 5 out of 5 stars	Your red wines have been delicious and true to their discriptions.  They pair well with the suggested food.I have had some of the Pino Grigios and have liked them as well.I am very pleased with this club.  The wines and prices couldn't be better.
firstleaf	US	I have had the chance using Firstleaf…	31 July 2022	Rated 4 out of 5 stars	I have had the chance using Firstleaf to taste lots of different wines.  I have begun to see what I like and what I don't.  I would like the ability to try some different kinds of wines but when I search for them on the site, those wines are not available.
firstleaf	US	The ability for you to fix an issue I…	04 May 2023	Rated 4 out of 5 stars	The ability for you to fix an issue I didn't create was helpful. My corrected wine selections have been very enjoyable
firstleaf	US	Love the exposure to wines from all…	27 March 2023	Rated 5 out of 5 stars	Love the exposure to wines from all over the world.  Excellent price and always delivered on time.
firstleaf	US	Didn't know about all of the services	01 August 2022	Rated 4 out of 5 stars	The wines are constantly tasty. I didn't know about the concierge service or the way I can save favorite wines and see past purchases on the site
firstleaf	US	I needed to change my delivery date	31 July 2022	Rated 5 out of 5 stars	I needed to change my delivery date.  Firstleaf Wine got it handled and emailed immediately that the change was made.  This all transpired in one day.  I love the customer service provided by Firstleaf.
firstleaf	US	Happy wine learner	01 August 2022	Rated 5 out of 5 stars	All bottles ordered came safely packed. I received what I had ordered. Every bottle has been different in taste, yet wonderfully smooth and aromatic. So glad I joined!
firstleaf	US	Great Experience	01 August 2022	Rated 5 out of 5 stars	I've been with Firstleaf Wine close to a year. My husband gave it to me as a birthday present. I've really enjoyed the different wines and experience of each one.
