site	location	review_title	review_date_original	review_rating	review_text
winedirect	GB	Similar experience to all those below	13 September 2023	Rated 1 out of 5 stars	Similar experience to all those below.  Ordered 6 bottles on 2nd June.  Only 4 arrived.  Since then no replies to e-mails and phone always goes to answerphone.  No reply to messages left.  Unsure what more can be done but this company should not be trading.
winedirect	GB	Quality wines great prices	17 August 2023	Rated 5 out of 5 stars	We received great quality wines at great prices with fast efficient delivery- thank you!
winedirect	GB	I have been waiting for a delivery…	19 September 2023	Rated 1 out of 5 stars	I have been waiting for a delivery since May 23. I have tried to call the company on a number of occasions, but never managed to speak to anyone.
winedirect	GB	Really surprised at the other reviews	20 June 2023	Rated 4 out of 5 stars	Really surprised at the other reviews. I’ve been using wine direct for a while and have only good things to say. The service has been helpful, recommending some great wines tailored to my taste and my price range and I will continue to use them for as long as my glass needs filling.
winedirect	GB	Terrible service and communication	14 July 2023	Rated 2 out of 5 stars	4 bottles ordered for a special birthday present - no communication so phoned to be told they only had 2 but would send them and get the agent to send the rest directly to me. Next day 2 bottles did arrive but a week later nothing else. Was told yesterday this would be followed up. Phoned this morning to hear recorded message saying they are closed until 24th!! Why wasn’t I told this!!  Very disappointed and angry that I now won’t  have the full order for the intended present.
winedirect	GB	Excellent	28 June 2023	Rated 5 out of 5 stars	James provided me with some brilliant advice on twelve bottles of red. Ordered yesterday and delivered today. Excellent service. Very happy. If like me, you don't know a great deal about wine, I would urge you to call the company prior to placing an order. Wine is clearly their passion, and they were very happy to offer suggestions and advice. Couldn't ask for more. Thank you very much!
winedirect	GB	Great selection of wines and accurately…	16 March 2023	Rated 3 out of 5 stars	Great selection of wines and accurately delivered at pretty good prices. However customer service is a ZERO. Takes an eternity to dispatch the goods although when dispatched they arrived within 24 hours. I ordered on 1st March and eventually they arrived on 16th. They did not answer any emails. Why does it take so long. Perhaps someone from WineDirect could provide an explanation
winedirect	GB	New ownership has made meaningful change to customer service	30 June 2023	Rated 5 out of 5 stars	I, like others, had made an order that was stuck on pending after a couple weeks with no contact. It was a large order and I was somewhat worried about it arriving on time (or at all). However after receiving an email explaining the change in ownership I rang up and spoke to a very helpful person who explained why the order was delayed and sorted out some acceptable substitutes of equal or higher quality. The order was shipped that very day and arrived the next which was exceptional, right on time for the event I was ordering for.  Everything was accounted for and some of the substitutes were actually much nicer than I had ordered, so they did right by me.  I think I am happy to say that the new ownership seems to have made real changes and that my experience afterwards was significantly different to beforehand.  Hopefully this continues.
winedirect	GB	Total shambles	08 September 2023	Rated 1 out of 5 stars	Avoid this company - absolute shambles. Ordered 6 bottles of wine in May 2023 and still no sign of it 18 weeks later. They do not answer the phone nor respond to emails. Am seeking to recover monies through section 75 Consumer Credit Act route having asked for full refund.
winedirect	GB	Great Service	29 June 2023	Rated 5 out of 5 stars	First time using this company and I would definitely recommend, very happy.Great selection of wines, delivery was prompt and arrived on the expected delivery date, as promised. Will definitely be ordering from them again.Thank you
winedirect	GB	Takes bloody ages but good selection	14 December 2022	Rated 4 out of 5 stars	Have shopped with WineDirect a few times over the past decade - sadly last iteration clearly didn't work out that well hence many negative reviews here. The new operation looks very much the same and sadly suffers from the same issue - they take ages to move forward on orders, don't update much but then deliver very swiftly as soon as the order is processed. Advice is don't buy if you need it in a hurry.
winedirect	GB	Ordered wine - No wine arrived, no contact from company	20 September 2023	Rated 1 out of 5 stars	Ordered wine, it's been a month already. No response to any email, no-one picks up the phone on any day of the week. I have reported the company to trading standards.
winedirect	IE	Received my wine after a very nice call…	25 August 2023	Rated 2 out of 5 stars	Received my wine after a very nice call from Helen plus a complimentary bottle due to delay.   Pity it took so much to get the wine moving but I understand Helen was out for a while.  Thanks Helen
winedirect	GB	Great all-around service	26 May 2019	Rated 5 out of 5 stars	Avoided this company before due to bad reviews. As it's under new ownership, thought I'd give it a try. Spoke to customer service for some wine advice, who were polite and knowledgeable. Wine arrived in good time and well packaged. And most importantly, lovely wines. Will definitely be ordering from them again.
winedirect	GB	Great service; fantastic surprise!!	12 June 2020	Rated 5 out of 5 stars	Fantastic! Not only do Wine Direct stock what is probably my favourite, sensibly priced, wine in Greywacke Wild sauvignon but as they ran out of one of the bottles I ordered I also got a surprise bottle of Dog point Section 94. Never had this before but if it drinks as well as it sounds I may well have a new favourite. One very happy customer who will definitely be returning.
winedirect	GB	WHAT A DIFFERENCE.The new owners have…	04 October 2019	Rated 5 out of 5 stars	WHAT A DIFFERENCE.The new owners have certainly turned this Company around,and customer satisfaction is now their top priority as well as selling top quality wines at fair prices.They kept me informed on the progress of my order on a daily basis either by phone or e-mails so always knew the status of my order.Will certainly be placing further orders with this Company in the future
winedirect	GB	Top Notch	31 December 2020	Rated 5 out of 5 stars	I live in deepest Aberdeenshire, about as far from Sussex as you can get. I've ordered from Wine Direct twice now and they've been faultless.  5 Stars all the way with  an excellent, broad choice of quality wines, first class customer care, friendly and helpful staff, and very speedy delivery to over 500 miles away.
winedirect	GB	Fantastic and reliable service!	04 March 2021	Rated 5 out of 5 stars	I recently ordered a special bottle of wine as a treat during this lockdown period. I called windirect.co.uk and was helped by Helen who gave fantastic service! Helen knows her wines very well and was very helpful and reassuring on timelines involved with sourcing the wine and delivery. I highly recommend contacting them when ordering  as they provide great service and have a selection of unique and special bottles of wine you can treat yourself with!!
winedirect	GB	May you prevail and prosper.	13 May 2020	Rated 5 out of 5 stars	Having made 2 purchases now with this wine merchant. I can honestly say. I've been highly delighted with the way both of my orders have been processed. Even in the  country's current situation, both orders have arrived in a reasonable timescale.It's nice to see you can track your order all the way to your door. I'm also impressed with the packaging of the products. Double boxed, Proper separators.You deserve credit.
winedirect	GB	Happy Customer !	28 April 2023	Rated 4 out of 5 stars	Unusually I read the Reviews after placing my order so my expectations were low. Happy to report that the wine arrived within 2 weeks. I chased after 10 days week and they did call back promptly including a phone call from them to ask if I was happy to have 1 bottle substituted as the one we wanted was held up in customs. After the phone call the wine arrived 24 hours later. Would use again but not if I was in a hurry.
winedirect	GB	Shipping issue + good resolution by the owner	04 April 2023	Rated 5 out of 5 stars	Experienced a delay in my order due to shipping issues, but the owner Helen gave me a call this morning to apologise and offer both a refund + goodwill voucher. Will be sure to give them another try on my next order.
winedirect	GB	Dreadful	04 September 2023	Rated 1 out of 5 stars	Dreadful. Order processed and accepted on 21 July 2023. Nothing heard by 04 September 2023 despite email reminders sent by me to WD (but no replies from WD received). Ive now asked for a refund. Fortunately I paid with a credit card. Buyer beware!!!
winedirect	GB	Quality Wines, Keen Prices, Exceptional Service	21 May 2019	Rated 5 out of 5 stars	"This is simply the best on-line wine company in the UK. The quality and range of wines is exceptional. The prices are competitive and the overall level of customer service is exceptional. I used various wines shops/brokers for various types of wine in the past - Wine Direct Sussex is now the only place to go. Weddings, Corporate gifts or weekend tipples, they do it all. Helen and the team are experts in their field, this combined with their ""customer first"" attitude will blow you away. They are  leaders in their field and set the bar for all other competitors!!!"
winedirect	GB	Not wine deals direct!	09 March 2021	Rated 5 out of 5 stars	I previously wrote a 1 star review as I had received awful service from WINE DEALS DIRECT.  My error! This company were quite rightly upset by my review as it was incorrect.  They remained professional and bless them kindly understanding and said they get this confusion often.  Such a shame that another companies bad service can have a negative effect on their business. I've since removed my 1 star review and will add it to the correct company. Wine Direct please accept my sincere apology and those reading this please learn from my silly mistake and don't get these 2 companies mixed up as they are chalk and cheese
winedirect	GB	AVOID THIS COMPANY	01 September 2023	Rated 1 out of 5 stars	Same experience as most. Made a £700 order in July. Heard nothing. After chasing by email and phone I finally got a call in mid August saying that their new system meant they weren’t receiving emails or calls. Really??  They promised to send the wine immediately. Naturally it never arrived. Have been chasing by email and phone again but no one ever picks up or responds. Will now need to take whatever action is necessary to recover my £700. Everyone should avoid this company.
winedirect	GB	Excellent and Friendly Service	07 January 2021	Rated 5 out of 5 stars	We purchased a number of gift vouchers for various clients over the Christmas/New Year period, rather than wine, which made it a complicated order.  This then needed to be changed on several occasions and Helen could not have been more helpful or understanding.  We would highly recommend Wine Direct and will certainly use them again in the future.
winedirect	GB	Good customer service.	04 December 2019	Rated 5 out of 5 stars	I think if i'd looked at trustpilot before I wouldn't have ordered but I am glad that I did. Wine arrived in less than a week from ordering. Good communication from the customer service team.There was some variation in vintages and wines (one was replaced with a more expensive one from the same producer) but as I ticked that box I can't complain. One thing to note is that many of the old vintages which are out of stock are still up on the site so if you absolutely have to have a particular vintage, it's probably worth checking first.
winedirect	GB	Thanks again Jason another job well done.	10 October 2021	Rated 5 out of 5 stars	Thanks again Jason another job well done ordered my Louis Royer VSOP cognac on Thursday morning received emails to keep me updated and received my order via Parcelforce on Saturday morning.Thanks Eddie
winedirect	GB	First time I have ordered…	24 December 2020	Rated 5 out of 5 stars	First time I have ordered from wine direct and I will be again. I contacted wines direct regarding my order and they were fantastic. The response was quick and I had the wine well before I was expecting it. That amazing under normal circumstances but during this pandemic and Brexit looming that's special. Will be ordering all my wine from wine direct from no on.
winedirect	GB	These guys really know their stuff!	04 June 2019	Rated 5 out of 5 stars	These guys really know their stuff. I was looking for a particular wine which they didn't have on their website but were able to source it for me really quickly. The previous reviews here are for the previous owners who have seemingly now left the business.Lovely people to deal with, and I would thoroughly recommend them for any wine / alcohol based query.
winedirect	GB	Dependable	23 November 2022	Rated 5 out of 5 stars	I have only used Wine Direct a couple of times, and I have only used them for wines that I had difficulty in locating elsewhere.  I found them after I placed an order with another company which simply seemed to vanish.  I have found them to be friendly and reliable, and easy to contact on the telephone.
winedirect	GB	Good service.	16 August 2019	Rated 4 out of 5 stars	Received mixed case, well packed and wines as requested. Bin ends good value, though one of the wines has signs of damp on the labels. Should have no effect on the wine. Responsive supplier with good communications. Will use again on this experience.
winedirect	GB	Great service & speedy delivery!	11 February 2021	Rated 5 out of 5 stars	I was looking online for a cheap and cheerful bottle of wine I had while on holiday, I was so happy to find it on Wine Direct. I added a nicer bottle of white later to find out that it was on backorder. The kind sales rep notified me with similar options and in the end sent me with a wine of greater value. It was such a nice treat heading into the weekend. Her service was over the top, I will definitely be reordering from them again!
winedirect	GB	Matter Resolved	11 May 2023	Rated 3 out of 5 stars	I am updating previous post. I placed an order 20/3 and received part delivery 5/4. It was difficult to get through to customer service but the matter has now been resolved very fairly and honourably by Wine Direct (Sussex) Ltd.
winedirect	GB	First time using this site	10 April 2020	Rated 5 out of 5 stars	First time using Wine Direct. Placed an order on 31.03.20. Wine arrived 08.04.20. I was pleasantly surprised as I expected a bit of a delay in the current climate. Wine was securely packaged. Ordered the Spee Wah Shiraz which is delicious. Would definitely order from Wine Direct again.
winedirect	GB	Under New Ownership	13 May 2019	Rated 4 out of 5 stars	Under New OwnershipHave not used them for a while because of the reviews from the previous owners . Tried them again only because I received a new ownership email.  I was a bit nervous but no need, wine ordered and delivered on time actually managed to speak to someone and expressed my concerns who appeared to understand how I felt and was quiet sympathetic.This site always had fabulous wines at good prices , hopefully the new companies customer service will finally be up to scratch !
winedirect	GB	Curates Egg	18 May 2023	Rated 3 out of 5 stars	Firstly - a big thank you to the reviewers on here who may have made the difference between me getting my wine and not. I had the same experience as others and looking at the reviews thought that the company was probably going out of business. So I used a little known specific legal action threat to focus minds. Hey presto - within 48 hours the wine arrived, beautifully packed and as per order (except with some substitutions, which I had allowed, which turned out to be upgrades). And a review of the most recent accounts shows the company (at that time) to be easily solvent.So what's going on? I chose the title of my review deliberately. Like the famed curates egg, they seem to be good in parts. The wine selection is great and when you get on their backs they really do well. And yet they give a pretty good outward impression of a chaotic mess that's soon going to go bust. Hopefully they turn it round and the scores go up - because that would be good for us all!
winedirect	GB	A great company is one that can solve an issue	19 February 2020	Rated 5 out of 5 stars	I found this company to be extremely efficient. I did have a problem with the delivery which could not be helped but they leapt to correct it and were extremely pleasant to deal with. They went above and beyond to keep their customer happy which for an online ordering system I felt was a rare thing these days.  Would recommend highly.
winedirect	GB	Fantastic service	14 May 2020	Rated 5 out of 5 stars	Brilliant service from Wine Direct. Very swift delivery of my order up to Edinburgh and very helpful staff. I accidentally ordered too much and Helen amended my order and arranged an instant refund.  I’ll definitely use them again.
winedirect	GB	A Birthday Order	20 February 2022	Rated 5 out of 5 stars	I ordered 6 bottles of MAN Skaapveld red wine for a birthday present. I know this wine tastes delicious and I had no hesitation ordering it.  However, Wine Direct was a company I had not used before and I was a little apprehensive because my order was a gift and I didn't want to disappoint the recipient.Ordering was easy and the whole process was painless.   Wine Direct's website was easy to navigate and there was plenty of information regarding the product and the delivery process.  The Birthday preset was very well received and the gift card added an extra layer of surprise.  I will definitely use this company again to purchase more wine.Thanks, Guys for getting all the processes in place for hassle free shopping.
winedirect	GB	Great wines	04 December 2019	Rated 5 out of 5 stars	I have to say that these guys are great! I received exactly what I ordered and it arrived on time. I have recently passed my WSET level 3 wine exams and it’s great to find a large diversity of wines from all the global wine areas to further my wine tasting education. You can’t fault the service and I am looking forward to ordering more, thank you!
winedirect	GB	i placed an order solely on the basis…	20 July 2020	Rated 5 out of 5 stars	i placed an order solely on the basis of a recommendation by jane macquitty in the times. more than two weeks later, they have not processed the order, and they are not responding to messages. im concerned that i might have lost my moneyUPDATED:Dear Helenthank you for your response. i was worried because of the delay combined with the lack of response but the explanation that you provided is reasonable and now i understand why there was a delay. thanks also for the kind goodwill gesture that you made. i look forward to receiving the order as soon as the supply issue has been resolved, which, i understand, is imminent.all the best
winedirect	GB	excellent after sales service	05 October 2019	Rated 4 out of 5 stars	I’m an Australian who was organising wine from the UK to be sent to a small Greek island for when we were holidaying there.This was my first experience under the new ownership. First thing I noted was the prompt and detailed communication along the supply chain. It all went well until the order got to Greece where it slowed for some reason. I understand these things can happen when you’re dealing with transport suppliers in non mainstream locations but we were a week into our two week holiday and it still hadn’t arrived. (I ordered 3 weeks before). However, I can’t fault Wine Direct as a lady named Michelle took personal ownership and just kept following through for me until it arrived. Then after it was all done another lady named Helen delivered excellent after sales service to put things right. Well definitely use them again.
winedirect	GB	Dreadful experience	20 September 2023	Rated 1 out of 5 stars	Ordered 6 bottles weeks ago. Still not received my order- they will not answer the phone(goes straight to voice mail) and they will not reply to e mails. This is a scam.
winedirect	GB	No need for concern.	07 June 2019	Rated 4 out of 5 stars	I was initially apprehensive about using Winedirect (Sussex) given the problem its predecessor had.  However, this company is now under new management.It offers a vast range of products, mostly as competitive prices, with a few downright bargains! I have placed 2 orders in May, one took a little longer than I was expecting due to one of the bottles not being in stock (I ticked no vintage substitutions, but if you're not worried about this then the wines arrive sooner!); the second arrived as expected in a matter of days.They also have manned telephone lines which actually get answered!Overall, I would recommend and will no doubt be buying from the rebadged Winedirect in the near future!
winedirect	GB	Wine Direct Saved Christmas	23 December 2021	Rated 5 out of 5 stars	The wine I ordered for Christmas was held in customs (until January!). Helen found a substitute and arranged that to be delivered instead. It was a superior wine at no extra cost. Delivery was prompt and the wine delicious. Happy to heartily recommend for superb customer service!
winedirect	GB	Wine Direct (Sussex) Ltd, fantastic customer service	11 August 2020	Rated 5 out of 5 stars	Wine Direct (Sussex) Ltd, and Helen in particular, were extremely helpful in helping me with an order of a particular favourite wine. The wine wasn't in the UK at the time of placing the order, but within days of a conversation, the wine was delivered to my door.I'm very impressed with their customer service and will be ordering all my wine from you from now on.Thank you.
winedirect	GB	A wine lovers company...	06 December 2019	Rated 5 out of 5 stars	This company is a pleasure to deal with. The team is great and want to help you to enjoy good wine. The selection available is remarkable and the value is good. The transition from the long established, and wonderful, business at Hailsham Cellars has gone well. We urge our best friends to use them...
winedirect	GB	Great wine and customer service	14 March 2021	Rated 5 out of 5 stars	Wine Direct has a brilliant selection of premium wines.  I received quick and helpful responses to a couple of queries I’d had prior to ordering.  Will definitely shop here again.
winedirect	GB	Efficient and friendly service	04 August 2020	Rated 5 out of 5 stars	I had a very pleasant experience ordering wine from Wine Direct.A professional, efficient and personalised service. The lady I spoke to on the phone was polite and quickly alerted me when my delivery had been delayed (still received my order within 4 working days) and also included a small gift as a kind gesture.I'll be returning for future orders.
winedirect	GB	Highly Recommend	25 June 2023	Rated 5 out of 5 stars	I have used Wine Direct for a few months now as my local wine supplier and must comment on the service I have been given throughout my experience but particularity since James has taken over the business, the level of communication has vastly improved and gives me even more confidence that this is a business I want to continue using. Thank you Wine Direct.
winedirect	GB	Helen gave me great information and…	11 June 2021	Rated 5 out of 5 stars	Helen gave me great information and kept me up to date with a wine I wanted that they ordered in. Next day delivery and fair prices. Looking forward to using winedirect again.CheersFreddie
winedirect	GB	Slow and Uncommunicative	08 December 2022	Rated 2 out of 5 stars	Just to echo many of the other reviews, the selection of wines is great but the delivery times really aren't. On writing I've been waiting 11 days for my order to progress from pending, and have received a single reply from customer service telling me it would ship in 48 hours. That was 4 days ago.I would say if you're ordering wine to stock up, they might be good, if you want it for something specific, don't bother.
winedirect	GB	Tired of waiting.....I may expect too much	11 August 2022	Rated 2 out of 5 stars	I may expect too much, but in this day and age of internet shopping, the delivery service from Wine Direct is lethargic at best, awful if you have bought from other internet sellers. Too long to wait. Prices were OK but if you want wine for a special occasion manage your expectations from this company. It takes longer than you would expect.
winedirect	GB	Go to PayPal/credit card provider now	22 August 2023	Rated 1 out of 5 stars	Same as everyone else really. Wine order mid July, had one email and phone response making promises which were not kept, then no responses at all. Raised a case through PayPal this morning and my money has been refunded immediately. I advise anyone in a similar position to do the same.
winedirect	GB	Do Not Order from this company	22 August 2023	Rated 1 out of 5 stars	I seem to have a similar experience.  Ordered wine in April which was part delivered/damaged - then agreed to have rest of ordered delivered but have heard nothing since.  No emails or phone answered.  I have bought from the company for several years but understand it is in new ownership.  My suggestion is do not use the company.  I will be contacting my credit card company to seek refund
winedirect	US	If I could leave 0 star I would	08 September 2023	Rated 1 out of 5 stars	If I could leave 0 star I would.  Ordered 6 bottles to be delivered as a gift and they never got shipped.  Never picked up the phone to answer my calls and never responded to any emails over the course of a 6 week period.  Avoid this group at all costs.
winedirect	GB	Wine purcahsed through Wine Direct.	28 June 2020	Rated 5 out of 5 stars	The year of the wine I ordered was no longer available, but Wine Direct immediately called me offering an excellent alternative at no surcharge. The delivery was made within days of placing the order on line.  I have found Wine Direct very professional and efficient in all their dealings.
winedirect	GB	DO NOT USE THIS COMPANY	09 August 2023	Rated 1 out of 5 stars	"My experience is identical to all the other genuine reviews. I placed an order (7th August), was charged for the order (8th August), Order confirmed and in status ""pending"", and then nothing. Several times I have contacted them via e-mail. No response. Phone number just rings through to an answering machine. I should use TrustPilot more often to check out before buying from new (to me) companies."
winedirect	GB	Would not use this company again!	28 August 2023	Rated 1 out of 5 stars	I ordered 12 bottles of mixed wines early in July, around £390.00, heard nothing other than the order was received. After a few weeks I tried calling them and left 2 voicemails, never managed to actually speak to anyone and they never returned my calls. I also emailed them 3 times asking for an update, and have not yet received a response. Fortunately I used Paypal to make the purchase, and I approached them to see what they could do seeing as I was receiving no responses whatsoever from Wine Direct. This was escalated to a 'claim' a week or so ago, and I received an email from Paypal yesterday advising that a full refund is going to be made. I gave the new incarnation of Wine Direct the benefit of the doubt, having lost an order of around £150 or so a few years ago when the original company went down the drain. Wouldn't touch them again with a bargepole!
winedirect	GB	Greatly improved under new ownership	27 June 2023	Rated 5 out of 5 stars	Despite previous negative reviews, Wine Direct, under the new ownership of James, has successfully undergone a remarkable transformation. I was initially skeptical due to the negative feedback since my previous orders with the business, but I'm happy to say that those reviews do not reflect the business today. James has brought about significant improvements, and his passion and expertise shine through in the carefully curated selection of wines. I was particularly impressed with his recommendations of various Chablis wines, showcasing his keen eye for quality and uniqueness.Placing an order with Wine Direct was a seamless experience, and the option to track my shipment added convenience and peace of mind. It's clear that James has worked hard to create a positive and enjoyable wine buying experience. I wholeheartedly recommend giving Wine Direct a chance, as the negative reviews no longer hold true. Discover the transformed Wine Direct under James' ownership – you won't be disappointed!
winedirect	GB	Do they sell wine	11 August 2022	Rated 2 out of 5 stars	I attempted to buy some wine in the sale but my card payment failed several times so I emailed and got a response from Michelle who asked which wines I was interested in.I replied with my list but no response after several days.Strange.Maybe they don’t own the wine like another company I’ve heard about.
winedirect	GB	Highly recommended!	27 June 2023	Rated 5 out of 5 stars	5star service from the new owners, fast delivery and a great selection of wine. I would highly recommend this company for quality/selection and customer service.
winedirect	GB	Excellent Service	12 June 2020	Rated 5 out of 5 stars	I have received all 6 of my orders without any problems at all.  I am impressed with both the quality of the wine and the delivery times.  I would not hesitate to recommend this company.
winedirect	GB	An issue and communication from HQ	24 December 2019	Rated 3 out of 5 stars	Placed order for over £150 on 15th December. The total amount was taken from PayPal. 24th December 2019.Their team communicated there had been a delay in delivery, which was well received.
winedirect	GB	Outstanding service and responsiveness	20 June 2020	Rated 5 out of 5 stars	Superior customer service and responsiveness, and customer friendliness. I ordered 2 x 6 bottles of a wine from South Africa. Turned out the delivery was slightly delayed due to the pandemic. Super elegant spontaneous gesture: without me asking anything, they refunded me the shipping costs! Unusual, elegant and generous. I will certainly buy from them again! Highly recommended.
winedirect	GB	Ordered wine 25th July thy took my…	14 August 2023	Rated 1 out of 5 stars	Ordered wine 25th July thy took my money now 14th August and heard nothing. Emailed them, called them and nothing. How can a company operate like this and still be trading. There is talk of it changing ownership but Companies House still Has Helen Bryant as the director. Where are you Helen Bryant??? in prison??
