site	location	review_title	review_date_original	review_rating	review_text
vivino	CA	A wonderful wine	19 June 2023	Rated 5 out of 5 stars	Painless!! No lugging of wine which is welcome when you are in apartment living. Service was easy and seemless. Such a delight. This wine is so smooth and tickles my tastebuds. Just so enjoyable
vivino	US	I started about two weeks ago trying to…	31 August 2023	Rated 1 out of 5 stars	I started about two weeks ago trying to buy 6 bottles of Sling and Spear Zin and 6 bottles of 770 Miles zin.  When you click on the wine as it heads to your cart each wine registered a 12 bottle purchase.  Nothing on the website says case purchases are necessary.  I know this because I frequent several wine sites where it is clear that the prices reflect a minimum 12 bottle purchase.When I reduced the buy for each wine to 6 bottles, the price for the 770 miles Zin stayed the same, but the Sling and Spear price went from 17.99 to 21.99. I emailed them and asked them to honor the price shown on their website.  They said I misunderstood their pricing and then said the price was set by the wine shop.  The wine shop said the price and any discounts was set by Vivino!!  Vivino offered a 10% discount and I said that it would need to be close to 20% to get from 21.99 to 17.99.  No response.  I asked for my request be sent to a supervisor and have not had a response in over a week.Vivino's coupon code was valid thru 8/31, so on 8/31 I placed an order for 12 bottles of Klinker Brick OV Zin  2016.  I got all the way through the order process and hit the buy button, but the Vivino site said there was an internal error and did not process the order.  I sent a picture of the screen to Vivino and they said that maybe my CVC code was incorrectly entered, but also said that perhaps my bank put a hold on my purchases.  BTW I have purchased several cases this year from Vivino using the same credit card.I went back and entered the CVC codes for multiple credit cards and tried to make my purchase.  I get the same error message.  All the credit cards were issued by  different banks, so I was not cut off by the banks!  Today I bought a mixed case of wine from Wine.com using my main credit card that Vivino rejected, so its not my credit cards at fault.No customer support at Vivino seems to understand that their website is at fault.  At present I have a 10% coupon good until 9/30.
vivino	US	We love the Vivino app and use it…	12 June 2023	Rated 5 out of 5 stars	We love the Vivino app and use it often. My husband and I were out to dinner and  enjoyed a wonderful bottle of wine recommended by our server. We liked it so much that we searched on the app and ordered a case. It came quickly. Great resource for those who enjoy good wine.
vivino	US	Easy to order	06 June 2023	Rated 5 out of 5 stars	Easy to order! Great selection and prices are reasonable. Only thing is to have a person over 21 to sign. Had to leave at another location due to my work schedule.
vivino	US	I was actually surprised how fast I…	19 March 2023	Rated 5 out of 5 stars	I was actually surprised how fast I received it after placing my order. When it arrived was packed really nicely didn’t have to worry about any broken bottles. Definitely would order again.
vivino	US	Could not beat the price of the wine	24 April 2023	Rated 3 out of 5 stars	Could not beat the price of the wine, however, previous reviews were overrating. The wine is probably that of Languedoc whose weather is a bit too hot for pinot noir. Nonetheless, the wine shows decently for the price.
vivino	CA	Using the app to place my order was…	27 June 2023	Rated 5 out of 5 stars	Using the app to place my order was very easy. Every step of the process from reading the reviews to placing and paying for my order was great. Shipment was delivered to me on the day that Vivino said it would be. He
vivino	US	First time user	05 June 2023	Rated 4 out of 5 stars	First time user.  Happy with the options / selection.  The delivery was a week later than expected.  Will give it another go, however.
vivino	US	Excellent price	13 June 2023	Rated 5 out of 5 stars	Excellent price, quick delivery, very carefully packed! I paid $88 for the same champagne that I purchased here for $54, that is quite a savings!!!
vivino	US	Very smooth and delivery was fantastic	28 June 2023	Rated 5 out of 5 stars	Very smooth and delivery was fantastic. All too often companies partner with sub par logistics companies but that wasn't the case here so shipment was received in days
vivino	US	Very Pleased! This was my second order using the…	20 April 2023	Rated 5 out of 5 stars	This was my second order using the Vivino App and EVERYTHING was excellent! When you have useful Updates, an excellent Price/bottle and accurate Delivery information you gave a Winner!Well done!
vivino	US	Second chance for Vivino	16 April 2023	Rated 3 out of 5 stars	UPDATE:  I posted the review below after frustration with Vivino.  Should not have had to do this.  HOWEVER - in hours after posting, I received a message from a new customer service person that had stepped in.  She immediately rectified the problem in the best manner possible.  I appreciate that they took responsibility and I look forward to more orders with them.----------------Ordered 6 bottles of Hess cab. Received 2 cabs and 4 Pinot. Contacted VIVINO customer service (Trix) to correct order by sending 4 cab or refund.  Waited to hear back. 3 weeks later VIVINO says their vendor wasn’t responding. Told me to send 4 Pinot back and thereafter would process refund - but I don’t trust them based on service provided.  Required me to use original shipping material (long since gone) within 14 days of purchase (long since past). This is their problem to fix not mine.  They are shifting burden to customer. Now I have 4 Pinot that I paid 20% higher cab price for. VIVINO IS LAZY AND TERRIBLE CUSTOMER SERVICE.
vivino	US	I placed an order through Vivino	15 July 2023	Rated 1 out of 5 stars	I placed an order through Vivino.  The wines never arrived.  Apparently it went back to the shipper due to damage en route.  I tried calling (no answer) and have sent multiple emails with no reply.  They promise a response within 1-2 business days, and now 3 weeks later and 6 emails later, they are non-responsive.  I'm sure they are fine as long as no hiccups, but they seem to lack any customer service.  And they're trying to keep the money I paid for wine that was never delivered!
vivino	AU	Really poor customer service	30 June 2023	Rated 1 out of 5 stars	Really poor customer service. Delivered 12 bottles of the wrong wine, which has been picked up by the supplier but after two weeks we still have not received our refund and after several attempts cannot get a response from Vivino about our refund. The supplier has provided evidence to us that they have refunded Vivino, yet we still do not have ours. Terrible experience.
vivino	US	This is a professional and pride filled…	12 April 2023	Rated 4 out of 5 stars	This is a professional and pride filled operation.  Communication is low key and that in this email crazed day will bring me back.  They had a good pricing and fast service. I will be using them again.  Take a look and you will be glad your choice.  I will order again.
vivino	US	I just returned from a trip to Israel…	17 April 2023	Rated 5 out of 5 stars	I just returned from a trip to Israel and wanted to purchase wine from the region. An internet search brought me to Vivino. I found what I was looking for at a reasonable price and with quick delivery.
vivino	US	3 wrong shipments in a row!!	08 July 2023	Rated 1 out of 5 stars	Be prepared to receive the wrong and cheaper vintage. Was using Vivino for years without issues but totally disappointed lately. Joined Vivino Plus since I used to order on a regular basis. Received 2 orders in a row with a cheaper and unwanted replacement. Kept them after complaining and canceled my membership. I gave it another try this month and exactly the same issue. The newer vintage was really bad so I decided to return the case. Besides the hassle I have not received my refund even though the return shipment arrived a week ago. When ordering there is no option to indicate “ no vintage replacement “. Guess the reason is obvious. Canceled my membership again and will not order again from Vivino.
vivino	DE	Terrible customer service	03 August 2023	Rated 1 out of 5 stars	Delivered cheaper wine instead of ordered (and paid) champagne, wrote multiple emails and called customer service, they keep ignoring it. Will not order again.
vivino	US	I love wine	16 May 2023	Rated 5 out of 5 stars	I love wine, it is easy to purchase online, lots of wine to choose from & they keep you updated on your purchase right through to delivery.
vivino	US	God first experience	10 April 2023	Rated 5 out of 5 stars	I was able to find a good deal on a wine I had recently tasted and really enjoyed, especially with the 10% coupon for new customers. Shipping was quick and communication was good.
vivino	US	Loved the price and quick delivery	07 June 2023	Rated 5 out of 5 stars	Loved the price and quick delivery. The wine- Liberty School - is outstanding rich and full bodied. We will be ordering more
vivino	US	Easy payment and fast shipping	12 June 2023	Rated 5 out of 5 stars	Easy payment and fast shipping. The wine was carefully packaged to prevent damage during shipping. Will order again.
vivino	US	Super fast to check out and shipping…	11 April 2023	Rated 5 out of 5 stars	Super fast to check out and shipping was very quick.  It's great that Vivino only recommends vendors that will actually ship just 1 solo bottle of wine
vivino	US	speedy dilivery/easy website/great…	13 April 2023	Rated 5 out of 5 stars	speedy dilivery/easy website/great selection/informed comments on various wines .will use you again...soon
vivino	US	Shipping and Packaging	07 May 2023	Rated 5 out of 5 stars	Order was processed quickly and the packaging was excellent. I have never ordered 7 bottles before and was impressed with how they were shipped.
vivino	AU	Premium leaving a corked wine taste	24 August 2023	Rated 1 out of 5 stars	I’ve been using Vivino for almost 10 years now and have contributed reviews and spent a significant amount of wine through their site and now they’re asking to pay for some of their standard offerings and get rid of the tacky adds I’ll be looking at other options.
vivino	US	Great Service	28 May 2023	Rated 5 out of 5 stars	The shipment is always timely and the wine is packaged very securely.  We never have any problems with our orders.
vivino	US	Every email touting wine isn't always worth it. This one was.	30 May 2023	Rated 4 out of 5 stars	Every email touting wine is over the top. My wine budget isn't that big that I can buy that much wine. I do pick and choose wines through other sites to see if the wine deserves the hype. This last shipment certainly did. I would have bought more, but cellar space is full.
vivino	US	Terrible customer service	07 June 2023	Rated 1 out of 5 stars	Terrible customer service - missing 6 bottles of wine - then out of no where showed up - in the mean time returned 6 bottles of partial shipment. Waiting 6 weeks for credit - the 1 and only phone number you can get to address problem is customer service - Ahmed has no power to do anything except to wait 5-10 business twice. There is no upper management that they will allow you to talk to - no number for Office in San Fransisco - I even tried Denmark. If you have a problem it’s a dead end customer adventure.The is the worst company I have ever in my life dealt with. Probably 90% of the orders are fine but what if your one of the 10% I have been waiting for a credit for almost 3 weeks.
vivino	GB	Wine dispatched quickly and efficiently	30 May 2023	Rated 5 out of 5 stars	Wine was dispatched quickly and received a couple of days later. No problems and wine was left as per instructions given.
vivino	US	Great price	30 May 2023	Rated 5 out of 5 stars	Great price, selection, and very easy ordering.  My case arrived 2 days later . All bottles in perfect shape
vivino	US	Great Fun Until Something Goes Wrong.	29 June 2023	Rated 2 out of 5 stars	Generally, I like this site but when something goes wrong there is no customer service.  Just had a bottle break in transit so UPS returned it to merchant.  Had one interaction with VIVINO's chat feature.  No response.  Tried again and assistance wrote that they had no record of my first conversation.  Now, it has been over a week and no response.  Just went to my credit card company to dispute the charge.  I'm out the cost of the wine, plus the $7.99 UPS charged me to redirect it to a UPS store.
vivino	US	Substituted a different wine without…	01 April 2023	Rated 1 out of 5 stars	Substituted a different wine without asking if ok, on the case I ordered. Early chat promised an email with return label 6 days ago, have heard nothing since.First order with Vivino, just awful. Have disputed the charge with credit card company. Vivino refuses to communicate with me on this despite trying to contact them—
vivino	US	This is my second order through Vivino	24 April 2023	Rated 5 out of 5 stars	This is my second order through Vivino. Both orders have gone flawlessly. I received the bottles I paid for in a decent manner and timeframe. No complaints here.
vivino	US	Got what I ordered on time	25 May 2023	Rated 5 out of 5 stars	Got what I ordered on time. Package was done right and no bottles were damaged. The wines I selected are excellent. Rated correctly.
vivino	GB	UPDATE ON PREVIOUS REVIEW ABOUT WINE	03 July 2023	Rated 1 out of 5 stars	"UPDATE ON PREVIOUS REVIEW ABOUT WINE2 out of 6 bottles were corked. Appalling service from ""The Merchant"" who do not reply to customer service at Vivino.Still no refund"
vivino	US	Thank You!	28 March 2023	Rated 5 out of 5 stars	The app is so easy to navigate. It allows me to filter for the rating and price per bottle that meets my needs. Shipping is fast, safe and efficient!
vivino	AU	Delivered the wrong wine	07 June 2023	Rated 1 out of 5 stars	Delivered the wrong wine. Sent details and photos but customer support is the worst I have ever encountered. I am still waiting for a resolution after numerous attempts to follow up. I will never deal with Vivino again.Update: AUSPOST has now picked up the wrong wine but Vivino has not delivered the wine that I ordered. In hindsight I should have kept the wrong wine until receipt ( if ever ) of the right wine. Vivino is great on platitudes but appalling on customer service - don't buy from them.
vivino	US	Shipped me an unwanted substitute	10 July 2023	Rated 1 out of 5 stars	A few weeks ago, I would have given Vivino 5 stars. But my recent experience has caused my opinion to go down dramatically. I tried a wine from a local store and really like it so I ordered a case from Vivino. With no advance notice or request, I received a completely different case of wine with a note enclosed that since the wine I ordered was not available, they substituted it. Although the note said it was a comparable wine, that’s not the point. I ordered the wine I wanted and did not want a substitute. And I ordered a case of 2018 Cabernet and was shipped a case of 2021 Cabernet. This was unacceptable. I have sent repeated emails to the help email given to me, with no response. Unfortunately I will have to start a dispute with my credit card company and cancel my membership with Vivino as I can no longer trust them. Very bad customer service when things go wrong.
vivino	CA	Received order promptly	24 June 2023	Rated 5 out of 5 stars	Received order promptly. Delivery driver text me that  he was at my house. I was 5 mins away and he waited for me.  Awesome service!
vivino	US	I am so angry about this purchase	24 May 2023	Rated 1 out of 5 stars	I am so angry about this purchase. It was shipped in Styrofoam. This can’t be recycled and can’t even be excepted by our local garbage collection because it is so horrible for the environment. This is totally irresponsible, and I will never order again.  I contacted customer service and asked to please ship the Styrofoam back, but not at my expense and, of course I did not receive any reply.  Don’t ever order anything from one shop in Los Angeles and if you order anything from Vivino make sure it is not going to be shipped in Styrofoam but I don’t think they have any control over that.
vivino	US	This is one of the best sites for wine…	22 April 2023	Rated 5 out of 5 stars	This is one of the best sites for wine we’ve used.
vivino	US	Vivino will make right....	20 April 2023	Rated 5 out of 5 stars	The quick handling of a short coming out of your control.  Will definitely do business with Vivino, again.
vivino	US	Happy to have this wine at home	22 April 2023	Rated 5 out of 5 stars	I had this wine in a restaurant and had to have it at home. It isn’t in any stores near me, so I had to order a half case online. It was affordable and arrived quickly and safely.
vivino	US	Placing the order was very simple and easy	07 June 2023	Rated 5 out of 5 stars	Placing the order was very simple and the ability to find the brand I needed was great! We’re completely satisfied!
vivino	US	Great service	04 April 2023	Rated 5 out of 5 stars	Great service, ordered the wine and it was delivered the following day.It was a great experience.First time I Evered wine online but after this will do it again.
vivino	DE	Everything good	08 May 2023	Rated 5 out of 5 stars	Very smooth ordering process. Prices are reasonable and delivery was free and quick. All perfect.
vivino	CO	More than a week has passed since I…	05 June 2023	Rated 1 out of 5 stars	More than a week has passed since I placed my order. It was supposed to be a gift, but the person is leaving and won’t receive it on time. No costumer service, they say they don’t know anything and they will respond in an email which they never send. Apparently it hasn’t even left the deposit. I feel like they simply stole my money and I feel so sad bc my partner won’t receive his gift.
vivino	US	Not a great 1st impression	26 April 2023	Rated 1 out of 5 stars	Glad I placed a smaller order of only $250 to test this company. I have another $1400 worth of wine in cart.  I placed my order on 4/19/2023 and received an email on 4/20 stating that fedex received shipping label and delivery would be on 4/25. Received no other shipping information. After checking fedex, they no longer have shipping date and stated they haven’t received package from seller. I’ve had 2 emails and a phone conversation with Vivino about this and they keep stating they are reaching out to seller but haven’t heard anything from them. Vivino states shipping within 48 hours of ordering. It’s been 7 days and never received product I ordered, Vivino seems like they can’t get ahold of seller.
vivino	US	My experiences was great	17 May 2023	Rated 5 out of 5 stars	My experiences was great, though there was a delay in the shipment, I was was kept informed of the status.
vivino	US	Be very careful a scam company	18 June 2023	Rated 1 out of 5 stars	Be very careful. This company charged me for product that was never shipped, holds my funds and will not ship the product or issue a refund. There are other more reputable companies to purchase from.
vivino	AU	Wine was delivered in good time and in…	20 June 2023	Rated 5 out of 5 stars	Wine was delivered in good time and in great condition. I was expecting it to take longer.
vivino	US	Both cases of wine were delivered in a…	28 April 2023	Rated 5 out of 5 stars	Both cases of wine were delivered in a timely manner and my delivery instructions were carried out as requested.
vivino	US	First World Problem for First Order	03 May 2023	Rated 2 out of 5 stars	I’m not sure what to think about my first order through Vivino. I ordered 6 bottles of a specific wine on Monday. Vivino app as well as the store site indicated there were 6 bottles available. I placed an order for all 6 and was notified that it was processed on Tuesday. On Wednesday, I received an email update stating the order was taking a little longer to process. On Thursday I was informed that the specific wine was not available and would not be shipped. On Friday I checked the store site, and the inventory was updated. The update indicated there were now 11 bottles of the specific wine I ordered. So, my first order through Vivino was a bust however, It was most likely the wine merchant & not Vivino, never the less, Vivino gets the poor review as the order middleman.
vivino	US	Easy	21 June 2023	Rated 5 out of 5 stars	Easy, quick and accurate from start to finish. The price point was competitive and overall a very positive experience.
vivino	US	This process has been a nightmare	06 June 2023	Rated 1 out of 5 stars	This process has been a nightmare! After a week with no indication of delivery, I wrote an email, besides a canned response, nothing.  I think chatted, they needed to check with the merchant and get back to me..... nothing.  I called, talked with a rep. they needed to talk with the merchant again Nothing! Nothing!  NO is idea what is going on but no more orders from me.
vivino	US	Should be zero stars.  Garbage customer service	21 May 2023	Rated 1 out of 5 stars	Should be zero stars.  Worst customer service of any company I've ever dealt with.  I ordered 12 bottles of 2018 vintage Quilt Cabernet Sauvignon at $54.99 each plus tax.  I received 6 bottles of that, plus a note explaining that you only had 6 but you've replaced the remaining 6 with 6 of a different vintage that cost the same or more.  Why would you ship anything other than what I ordered without asking me first?  That could have saved the relationship and would have been the right thing to do.  Second, the wine you sent is considerably less expensive @ $37 per bottle.  So you've fraudulently misled me.  Did you think I wouldn't check or wouldn't care?I wrote to Vivino on 5/16 to let you know of this issue and still have not heard back from you.  Wow.  Horrible customer service.  I should have stuck with my inclination to not do business with Vivino after a similar incident a few years ago.  My mistake, which won't happen again.
vivino	US	Great deals and selectionsGreat price with lots of selections and…	23 May 2023	Rated 5 out of 5 stars	Great price with lots of selections and descriptions are always spot on.
vivino	US	Gary's Wines - great.  FedEx- not so much	19 April 2023	Rated 4 out of 5 stars	Shipped from Gary's Wines - excellent price and excellent service.  Not as happy with FedEx- I accept signature required but don't appreciate, being given a hour hour delivery window, having to wait two days for delivery
vivino	US	Great experience buying wine	13 June 2023	Rated 5 out of 5 stars	Wine was wonderfully packaged to avoid breakage and was delivered promptly
vivino	US	A large selection of wine by top wine…	29 March 2023	Rated 5 out of 5 stars	A large selection of wine by top wine makers. A very competitive price and the wine is promptly delivered.
vivino	US	Expanding wine library	02 April 2023	Rated 5 out of 5 stars	Easy to navigate and discover new wines. Wine came quick and accurate description of flavors. Fun discovering new vintages and regions.
vivino	US	I love this wine	28 June 2023	Rated 5 out of 5 stars	I love this wine!  It does taste like the more expensive Tignanello
vivino	US	Got small bottles of wine I ordered	15 April 2023	Rated 2 out of 5 stars	Got small bottles of wine I ordered, shocked that was an option, didn’t look at details, was expecting normal bottle of wine!!No big deal will go back to buying at local store so I can see/trust what I’m getting !!HN
vivino	US	Ice pack not worth it	10 April 2023	Rated 3 out of 5 stars	We love this wine and the price was right so I decided to buy 6 bottles.  Paid $10.00 for ice pack to be added to the shipment.  The ice pack was 6 inches x 4 inches- just a little bigger than the big iphone.  How is that small pack of ice going to keep anything cold in addition I paid $10.00 for it.
vivino	US	Easy to find great wines	01 May 2023	Rated 5 out of 5 stars	Easy to find great wines, and simple registration for free shipping program
vivino	US	Order not delivered	25 April 2023	Rated 1 out of 5 stars	Order not delivered. Tracking number associated an address in Avon, CT.. Unable to determine where it was delivered. No way to talk to a company representative. I am left with talking to my credit card company refund the charge.
vivino	US	Prompt service	09 April 2023	Rated 5 out of 5 stars	Wine was shipped on time and packaged property. Arrived in perfect condition.
vivino	US	Incredible service	05 June 2023	Rated 5 out of 5 stars	Incredible service, super accurate at the product and what to expect about it. Fast delivery.
vivino	GB	Order not delivered	12 April 2023	Rated 1 out of 5 stars	Order not delivered, returned to sender damaged apparently after nearly 2 weeks of waiting.I regular have wine deliveries from other companies and never have a problem receiving within about 48 hours. No option for deliveries to be left in a safe place (like pretty much all companies do), so having made a number of failed attempts to deliver, I arranged for it to be delivered elsewhere, order has now been damaged and is being returned to sender.No customer service, just useless chatbots.Stick to any other wine merchant.
vivino	US	This an  excellent dessert wine	25 June 2023	Rated 5 out of 5 stars	This an  excellent dessert wine. Light and fruity. Exactly what I was looking for.
vivino	US	I notified you twice that I received 6…	04 June 2023	Rated 1 out of 5 stars	I notified you twice that I received 6 out of 10 bottles and received no response. Should I call the credit card company and cancel payment? Anyone home?
vivino	US	This is the LAST TIME I will ever use…	10 July 2023	Rated 1 out of 5 stars	This is the LAST TIME I will ever use Vivino. This is the 3rd time I stayed home waiting for the delivery and just got notice it will be late AGAIN!!! Absolutely horrible
vivino	US	Good selection, fair price.	16 May 2023	Rated 5 out of 5 stars	Good selection, found the wine I was looking for at a decent price.
vivino	US	I like the wine that was sent to me	15 June 2023	Rated 4 out of 5 stars	I like the wine that was sent to me, but I still hoped it was the one that I originally ordered.
vivino	US	I ordered wine and realized I did not…	09 May 2023	Rated 1 out of 5 stars	I ordered wine and realized I did not check for my discount offered.I sent email to intercept and fix my error ..  no reply ….I then e mailed customer service 7 times and got no reply..Order was delivered. I e mailed again .. no replyI used VIVINO FOR 2 years and over a 20 percent discount they ignored me..I will never order again They will take your order but if there is problem..forget it
vivino	US	Efficiency and quality of delivery.	06 June 2023	Rated 5 out of 5 stars	Efficiency and quality of delivery. Received the purchased wine a lot faster than expected.
vivino	US	Value and Vino!	01 May 2023	Rated 5 out of 5 stars	Easy ordering Great value (on sale)Wonderful wineFast delivery
vivino	US	Easy process, great wine!	06 May 2023	Rated 5 out of 5 stars	This was an easy purchase to make. Service and delivery were great! Best of all - we loved the wine!
vivino	US	Fast delivery	10 April 2023	Rated 5 out of 5 stars	Fast delivery, well packaged.. great wine at a reasonable price.
