site	location	review_title	review_date_original	review_rating	review_text
wineaccess	US	The price points and the products are…	11 December 2018	Rated 4 out of 5 stars	The price points and the products are simply terrific.  The delivery process, however, can create anxiety, particularly if you choose, as I did, the UPS delivery option.  Unlike FedEx, UPS will not accept a signature from an adult next door.  It has to be you, the person whose name is on the label.  Short of taking a day off from work, you're stuck with hoping that you know the habits of Brown well enough to be home when s/he comes a-knockin'.Also, I don't understand why I can't get wine delivered here in Texas for four months of the year.  That's a challenge that Wine Access should address as Texans tend to be thirsty.
wineaccess	US	Great wine selections and Excellent Reviews	15 June 2019	Rated 5 out of 5 stars	Excellent, informative reviews and great selections make this a favored web site for me as a wine lover. These people could sell ice to Eskimos. I love reading the reviews even if I am not interested in the wine. In addition, if there has been a problem with any order, the fine staff has been more than helpful in taking care of my needs and wishes. Very professional operation.
wineaccess	US	Wine Access: great wines at great prices!	14 June 2019	Rated 5 out of 5 stars	Wine Access consistently offers great wines I could not source even remotely locally here in South Central Missouri, and they do it with great pricing and timely, safe shipping and delivery.  On the rare occasions in which there has been some sort of problem they have addressed it promptly and effectively.  On those occasions when I have inquired about the availability of some genre of wine they have replied promptly; later(sometimes much later), when such a wine was available they have contacted me to let me know.  Five stars from me!
wineaccess	US	trustworthy	15 June 2019	Rated 5 out of 5 stars	trustworthy, loyal, helpful, friendly, courteous, kind, ---------, cheerful, thrifty, brave, clean, and reverent (some of you will recognize this as the Boy Scout Oath):the product - only only once in all these years was the wine not even close to the description, and WA warmly and encouragingly credited the full price toward my next purchase. i.e. i can trust the customer service folk to welcome my requests and do their best to accommodate me.  in the 'case' i mentioned, i did not ask for anything... one of the service people contacted me with the credit in response to my review of the wine.
wineaccess	US	After I'd placed the order:  Change request acknowleged, but didn't happen	12 May 2021	Rated 1 out of 5 stars	After I'd placed the order, but well before it was shipped, I asked that the delivery address be changed.  Wine Access claimed that they did so.They didn't.  I stayed home all day to accept delivery on the new date; nope.  I had to chase it to find it.  Finally achieved reception a week later, when I'd returned from my travels.Customer service is non-existent.  Buy elsewhere.  Anywhere else.
wineaccess	US	Wine Access is terrific	21 November 2020	Rated 5 out of 5 stars	Wine Access is terrific. Great values on specialty wines and excellent customer service. Daily deal offers for all tastes and price points plus a small online everyday collection. I’ve been a customer for years and will be for years to come.
wineaccess	US	My First Choice For On Line Wine Shopping	26 June 2019	Rated 4 out of 5 stars	Excellent wine reviews. Spot on descriptions of flavors rarely out of alignment with my taste experience. Like the way shipping cost is waved on qualifying bottle quantities or over $125 per order.Deliveries are updated and hot weather delays are communicated as well as options for cool packs to expedite deliveries in warm weather conditions. I have been using wineaccess for years now and love the X4 United Mileage Plus miles as a side perk.
wineaccess	US	Satisfying and Delicious	21 May 2020	Rated 5 out of 5 stars	Received my Three Wine Co. Field Blend a few days ago. Upon returning home last evening from watching my grandsons, I had the need to relax. Uncorked my first bottle and was amazed by the aroma bouquet and taste of this wine. I must say it is the first time I have ever been able to say that I could actually taste the raspberry flavor that was claimed to be in the wine. The wine was satisfying and delicious and I definitely will purchase it again and am anxious to try some of your other selections.
wineaccess	US	It really pains me to write this	28 September 2021	Rated 1 out of 5 stars	"It really pains me to write this.  We've done a lot of business with them over the past year or so, and we really found it a great service--until it wasn't.  Still waiting for an order I placed in *JUNE* (it's now October).  Multiple contacts get back it's being held for weather--incredulity is the kind expression for the claim that at no time across four months was there ever a window that would allow delivery.  The claim is that if temp >80F anywhere along route at any time, they hold it--essentially, this means there is no point in doing business with them for at least half the year.  I don't know about anyone else, but that simply doesn't cut it with me.  We deal with a number of vendors and this is the only one that cannot find a way to work around typical summer weather.  Sad, but their position, clearly expressed repeatedly, boils down to ""Oh, well . . ."""
wineaccess	US	Great Company To Do Business With	14 June 2019	Rated 5 out of 5 stars	I have been doing business with Wine Access for about two years and I have found them to be very reliable and responsive to any issue, good or bad.  The wines arrive packed well and deliveries are as promised.The wines I have purchased from them have been very good and fairly priced.  I am continuing to do business with Wine Access
wineaccess	US	Excellent Online Wine Store	14 June 2019	Rated 5 out of 5 stars	Wine Access is terrific. Great values on specialty wines and excellent customer service. Daily deal offers for all tastes and price points plus a small online everyday collection.  I’ve been a customer for years and will be for years to come.
wineaccess	US	Quality wines	15 June 2019	Rated 4 out of 5 stars	A good place to find quality wines that you might not otherwise be aware of. Their wine experts provide a fairly complete review of the wines available for sale, so if you know your own taste preferences, you are well on your way to making a good choice. The only drawback keeping them from being 5 stars is the limited window of availability of a selection; once you discover a great wine it may not be available for re-order and I struggle to commit to a case of a wine that I have never tried before. I then try to come back to a wine discovered here when the next vintage is available.
wineaccess	US	I'm often satisfied with Wine Access…	22 June 2019	Rated 4 out of 5 stars	I'm often satisfied with Wine Access products and their importance on shipping. If ever in need to request anything special (uncommon), they're willing will consider. I buy wine most often online and find the reward more than the risk.
wineaccess	US	WineAccess is the best online wine purveyor.	22 June 2019	Rated 5 out of 5 stars	WineAccess is in my opinion the best of a pretty good bunch of online wine purveyors. They always respond quickly, whatever the subject is, and are invariably pleasant and professional. The wines have been well stored and handled well. I have had few problems, and they are always (generously) settled to my satisfaction.
wineaccess	US	Styrofoam packaging material sticks to…	15 June 2019	Rated 4 out of 5 stars	Styrofoam packaging material sticks to wine bottles which requires me to brush off the particle. Meet to improve packaging material?In addition to long explanation, you may provide shorter reviews to the point. In addition, share your honest evaluations of cost saving to us in comparison to Total Wine, Costco, etc.
wineaccess	US	Not sure what aspect of Wine Access you…I	26 June 2019	Rated 5 out of 5 stars	I like Wine Access, but  what do you want me to comment on? Is it maybe a recent order that I started and left without finishing, and then returned to and was able to complete the order?  If so, very efficient - WA quickly traced my interrupted buy and I completed it.  The wine will only arrive in September so can't tell you how it is yet. I cannot afford to buy wines that cost $30+ a bottle, so I especially appreciate WA's advice re wines in the $15-$25 range that are as good as pricier wines made from the same grape.  I also learn something about wine making from their tales of traveling to places where the wine is made that they are promoting this time.
wineaccess	US	Very very good but I suggest you verify with your own research	06 December 2018	Rated 4 out of 5 stars	In my opinion, Wine Access is pne of the top places to find wine--very good selection of wines, many at good to very good prices.  But, as with most all wine retailers, Wine Access hypes their wines pretty heavily.  Some are very good wines at very good prices, but some are over-hyped.  Overall this is a very good site to find good wine bargains, but you should do your own research before you buy.  I check Robert Parker, Vinous, Wine Enthusiast, Wine Spectator and Cellartracker.com for ratings.  To verify the stated best web price, I check wine-searcher.com or other similar price comparison website.  After doing all that, I have found some very buys.  Their shipping and packaging is excellent.
wineaccess	US	I have been a very satisfied customer…	15 June 2019	Rated 5 out of 5 stars	I have been a very satisfied customer of Wine Access for over 10 years.No where else do I find better, well written reviews on available wines.I have always felt Wine Access reviews that fit my wine taste are easy to spot and inspire me to pull the order trigger on the wines I know I will enjoy. I highly recommend Wine Access to my all my friends.
wineaccess	US	Best Online Negociant	14 June 2019	Rated 5 out of 5 stars	I have placed over 80 orders and I am extremely pleased with the wine I have purchased.      Many times I purchased a small production wine the can't be purchased in the stores and sometimes it is wine that is being sold at a discount that cannot be found any place else.
wineaccess	US	Communication with Wine Access is easy…	14 June 2019	Rated 5 out of 5 stars	Communication with Wine Access is easy and they keep you informed.  Never had problems with delivery, billing, etc.  Love that they take the time to give you the story of the wine and the winemakers.  Have tried wines I normally would never know about - only downside is that some of them I would love to reorder are not available.
wineaccess	US	Never received my wines.	31 August 2020	Rated 1 out of 5 stars	Never received my wines.I ordered a couple of decent wine bottles online and after 2 weeks I haven't received my wine and haven't received any response to my follow-up email, yet my credit card was charged immediately when I ordered. If you can't fill an order in 2 weeks (or more?) why do you charge people?
wineaccess	US	Wines are delivered promptly and in…	22 June 2019	Rated 5 out of 5 stars	Wines are delivered promptly and in great shape. Interesting wines at good prices. Customer service superb. When a shipment was being delayed I was offered a gift card without even asking. Great wine experiene
wineaccess	US	We have been ordering from Wine Access…	14 June 2019	Rated 5 out of 5 stars	We have been ordering from Wine Access for many years.  The wine quality and value has been first rate.  On one occasion when the wine we ordered was not satisfactory, they refunded the price with no questions asked. Whenever I have called with a question, they have been very helpful and courteous.I did not hesitate to give them my highest rating.
wineaccess	US	Wines ordered are of goodvalue and quality.	15 June 2019	Rated 5 out of 5 stars	Wines ordered for the most part are of good value and quality.  Shipping dates are very accurate and packed with cold packs for extreme weather during delivery to protect the wines from over heating.  A very satisfied customer.
wineaccess	US	The wines are high quality finds	14 June 2019	Rated 5 out of 5 stars	The wines are high quality finds, generally well priced, shipped with care in a timely manner and backed with satisfaction guaranteed.  The staff is knowledgeable and very helpful.  Very deserving of this rating.
wineaccess	US	I have found the Wine Access wines I…	21 June 2019	Rated 4 out of 5 stars	I have found the Wine Access wines I have bought to always have a wonderful aroma, taste and finish as well as great prices in all ranges. I love to find those unknown (at least to me) mid priced every day drinking wines. There are times I  Have to wait longer than I’d prefer to receive the wines I’ve ordered.  Know they get concerned with weather as well as waiting on receiving the wines themselves in order to ship. They try very hard to keep in touch with me if there is a delay.
wineaccess	US	Fill your wine rack from this site.	22 June 2019	Rated 5 out of 5 stars	Have yet to be disappointed by any of the wines offered through Wine Access. Although pricey, the quality still makes it a good value. Highly recommend Wine Access to all who appreciate fine wine.
wineaccess	US	WA customer	15 June 2019	Rated 5 out of 5 stars	I’ve been a customer of WineAccess for about 10 years. My experiences with their service and help have been excellent. Wines are as advertises, with very good provenance, and shipped as planned. In my opinion, this is a quality wine provider.
wineaccess	CA	I have made several purchases through…	22 June 2019	Rated 5 out of 5 stars	I have made several purchases through Wine Access during the last several years.  I have found their advice on buying wines very helpful and reasonably accurate relative to my tastes in wine.  What has really been exceptional about Wine Access is their customer service.  This is one of the best businesses I have ever encountered when it comes to adjusting for customer preferences and needs.  This is a great outfit - worthy of any wine buyers attention!
wineaccess	US	I have used WineAccess for nearly 5…	15 June 2019	Rated 5 out of 5 stars	I have used WineAccess for nearly 5 years now, and my experience has been uniformly excellent.  Their customer support is outstanding, and the shipped product has always arrived sturdily packaged and in good shape.  Wine descriptions have been consistent, and I have been able to predict which new wines are worth trying for me, based on my taste preferences.  Until recently, my wife and I have been enjoying mostly cabernet sauvignon selections from them, but recently joined their Wine Club as a means of sampling a wider variety of red wines.  We have found that to be a good experience (and it offers a 10% discount on all other wine purchases from WineAccess as a bonus).  I would recommend without any reservation.
wineaccess	US	Generally speaking excellent  - UPDATED	14 June 2019	Rated 4 out of 5 stars	UPDATE:  Customer service is indeed excellent. Contacted me directly and helped me figure out my problem.  However, I still think it would be nice to be able to choose a delivery date - even if after the “designated shipping date”.Generally speaking the wines are interesting and excellent. I’ve had a couple of duds, but customer service has been excellent. My one big gripe is that you don’t know the expected delivery date (customarily several weeks or months out) until you hit “confirm” on the order page. It would be nice if you could see the expected delivery date before paying for the order.
wineaccess	US	Wine Access is an efficient and…	07 December 2018	Rated 4 out of 5 stars	Wine Access is an efficient and effective way to shop for good wine. I think prices are reliably competitive and sometimes really good. More importantly, I have rarely been disappointed in a purchase, and it sure beats having to go shopping.
wineaccess	US	Excellent service and product	14 June 2019	Rated 5 out of 5 stars	My order was processed immediately. Shipping was quick and the wine arrived in pristine condition. My wine was exactly as described and I was provided with excellent notes/production details--even blank tasting notes for my records. I am delighted with Wine Access! Thank you Wine Folly for the recommendation.
wineaccess	US	False Advertising	03 June 2022	Rated 1 out of 5 stars	They say they have free shipping on their site for orders over $120.  However, they don't say that they charge additional for shipping to Hawaii.  No where on its site.  It is false advertising.
wineaccess	US	The write-ups are detailed and have…	10 December 2018	Rated 5 out of 5 stars	The write-ups are detailed and have proven to be accurate so that one can trust them to make selections. Their prices are excellent and customer service is above and beyond what one would hope for. I sing their praises when my guests praise the wines.
wineaccess	US	Wine Access quality online wine experience	22 June 2019	Rated 5 out of 5 stars	Wine access offers an opportunity to try wines that are hard to find or otherwise not readily available. Some offerings are mainstream bottles but by and large, unique bottles or regions are presented and usually at favorable prices. The Selection has become very diverse and includes many new and world word options. I particularly like the in depth reviews and write-ups done by the wine access sommeliers which often discuss the history of the label and the skill set/reputation of the winemaker. This allows feeling confident about purchasing wines perhaps you’ve never tried before. It also allow one to feel somewhat “connected” to the wine.  In most cases, their reviews are accurate upon tasting the bottles. Finally, wine access customer service is fantastic! They are very responsive and seem to genuinely care that their customers are fully satisfied. Overall a really solid online wine retail operation.
wineaccess	US	Great bargins onhard to find wines that…	14 June 2019	Rated 5 out of 5 stars	Great bargins onhard to find wines that if available locally would cost 4x as much. The only hassle is having  is good ato be home to sign for them.. but fed ex is good about notification..
wineaccess	US	The wine reviews are well written	18 June 2019	Rated 5 out of 5 stars	The wine reviews are well written, and I assume come first hand.  While pricing is competitive, I like that the research on hard to get wines brings out many options.
wineaccess	US	I've had a great experience with this…	14 June 2019	Rated 5 out of 5 stars	I've had a great experience with this company. The wine quality is wonderful and well curated. The customer service staff on the phone have been very helpful. I have recommend Wine Access to others as a great place to buy wine.
wineaccess	CA	Have only ordered once while wintering…	01 July 2019	Rated 5 out of 5 stars	Have only ordered once while wintering in Yuma.  Fast delivery service and enjoyed the wines.  Will be trying this again when we are down south later in the year.  Enjoy the emails about the different wines.
wineaccess	US	Great offerings and a good variety	14 June 2019	Rated 4 out of 5 stars	Great offerings and a good variety. Very responsive to unhappy wines and delivery date changes. Summer deliveries are not kept chilled enough and need to be discontinued or technology improved.Cheers
wineaccess	US	Customer service is awesome	14 June 2019	Rated 5 out of 5 stars	Customer service is awesome.  Some of the wines are just unbelievable in quality and price, the fact that it shows up at your door is wonderful.  Highly recommend
wineaccess	US	An excellent experience	07 December 2018	Rated 5 out of 5 stars	An excellent experience. I’ve been very pleased with the quality of wine from Wine Access. Will definitely buy from them again! Good customer service too.l!
wineaccess	US	Worth investigating	14 June 2019	Rated 4 out of 5 stars	While the wines we've bought haven't all been as good as we hoped given the price, most have lived up to our expectations, and we've been able to buy selections we otherwise wouldn't have found.
wineaccess	US	Very happy Wine Access	14 June 2019	Rated 5 out of 5 stars	We are consistently pleased with Wine Access. The offerings are solid and the descriptions are accurate. The offerings are priced reasonably, and the delivery company respects extremes of heat/cold to make sure that the wines aren't damaged during shipping. Highly recommended.
wineaccess	US	Great Service	31 December 2020	Rated 5 out of 5 stars	"I have purchased wine for over 2 years and always find this firm to be top-notch.  Pricing is reasonable (I compare using wine-searcher.com), they offer free-shipping on 6+ bottles or $120 purchases and customer service has always been second to none.  Please note that their Limited-Time offers can often take 3-4+ weeks for delivery as these are typically special order items.  Your card is charged at time of order but I have never had any issues surrounding delivery.  Their regular offers ship immediately from inventory.  They also offer ""perfect-temp"" packaging which is useful in AZ through May-June, not so much for summer months.  I also have recently joined their wine club which provides the added benefit of getting 10% off on regular orders on top of their normal discounts.  I also really appreciate their tasting notes that they provide with each wine along with some videos on their wine club offerings.  Both of these really bring out how much they care about wine and provide insights one does not typically get about the particular winery or wine being purchased.  I've only been to Napa once in my life but their tasting notes and videos make me feel like I am one of the locals.  On balance, a great company to work with."
wineaccess	US	Every transaction has been handled very…	14 June 2019	Rated 5 out of 5 stars	Every transaction has been handled very professionally and in a very courteous fashion.I would highly recommend, ( and have ) to do business with Wine Access.Gil
wineaccess	US	Great wines	14 June 2019	Rated 5 out of 5 stars	Great wines, great prices, staff always responsive when I have questions/problems. Love wine descriptions/stories—even when a bit twee.
wineaccess	US	Nice that it's not a club and you can…	17 June 2019	Rated 4 out of 5 stars	Nice that it's not a club and you can order according to your own taste (or interest/curiosity). Generally very happy with the wines I have purchased over the years.
wineaccess	US	I only buy from Wine Access and WTSO	14 June 2019	Rated 5 out of 5 stars	I only buy from Wine Access and WTSO - free shipping to Virginia. Wine Access has better wines, but I only pay attention to a few expert ratings.
wineaccess	US	I've been pleased with the wines	14 June 2019	Rated 5 out of 5 stars	I've been pleased with the wines. I trust the expertise  at Wine Access to help me wade through the large numbers of wines that are available. I have confidence in their selections, and have been very pleased with the wines that I have gotten.
wineaccess	US	Hate to say it as it will encourage…	23 June 2019	Rated 5 out of 5 stars	Hate to say it as it will encourage others - these folks do a great job of coming up with good wines at reasonable prices + customer service is top notch.
wineaccess	US	Thank You	14 June 2019	Rated 5 out of 5 stars	now in our 3rd year. 1. just great wines at very good prices. 2. thrilled to be learning about wine after so many years of trying. their explanations are educational..3. in our approximate 30 orders we have had only minor questions on 2 things. they were not minor to them.. emails, calls, followups.great service from in house personnel. i took the time to write this as a way of saying.. great job and thanks...
wineaccess	US	Great source for unique wines	15 June 2019	Rated 5 out of 5 stars	A very good resource for more unique wines, especially for those os us stuck in a state controlled wine store system.
wineaccess	US	Access to some small producers which…	14 June 2019	Rated 5 out of 5 stars	Access to some small producers which are not available where I live. They ship during appropriate times based on weather.
wineaccess	US	I have had nothing but a great…	16 June 2019	Rated 5 out of 5 stars	I have had nothing but a great experience with wine access.I am impressed with the accuracy of you description of the many products I subsequently purchased.When I needed assistance, the help was immediately forthcoming and extremely helpful.
wineaccess	US	I trust the critiques of your experts…	22 June 2019	Rated 5 out of 5 stars	I trust the critiques of your experts and purchase accordingly.The prices are excellent and i enjoy the variety and creativity of the vineyards and the uniqueness of some of the winemakers who you feature.
wineaccess	US	I appreciate Vanessa so much	15 June 2019	Rated 5 out of 5 stars	I appreciate Vanessa so much. Her knowledge base is amazing and the wine selection is almost never what you find at total wine
wineaccess	US	Consistently good wine choices	15 June 2019	Rated 5 out of 5 stars	Consistently good wine choices, very responsive customer service--even reaching out for details on a bad review.  Prices are not always the lowest--but shipping is almost always free.
wineaccess	US	Convenient delivery of curated wines	14 June 2019	Rated 4 out of 5 stars	Convenient delivery of curated wines. Not always the best prices but a very reliable source of wines to keep your cellar stocked
wineaccess	US	I am a big fan of Wine Access	14 June 2019	Rated 5 out of 5 stars	I am a big fan of Wine Access!  It’s a great site to try small boutique wines made by world class winemakers.  I would never get an opportunity to try some the the wines if it wasn’t for Wine Access.
wineaccess	US	They do it brst great values with…	15 June 2019	Rated 5 out of 5 stars	They do it brst great values with exceptional selection.....small batch gems you may not see else where....been w them for many years.TommyPensacola
wineaccess	US	They stand by their ratings	15 June 2019	Rated 5 out of 5 stars	They stand by their ratings. I have NEVER had a problem with Wine Access and their wines are really good. Will continue with them and would recommend them HIGHLY!!!!!!
wineaccess	US	I really enjoy Wineaccess...they make…	24 June 2019	Rated 5 out of 5 stars	I really enjoy Wineaccess...they make buying wine easy and interesting.  Just be aware that some of the “very limited” wines can be found in big box shops for the same price or less.
wineaccess	US	Great wine selections at really good price	15 June 2019	Rated 5 out of 5 stars	Great wine selections at really good prices.  Wine Access learns about your preferences and tailors offers to match!
wineaccess	US	MIXED experience	15 June 2019	Rated 4 out of 5 stars	Customer service is responsive. The wines are iffy. Most of the champagnes are quite good, but the others are often second tier.
wineaccess	US	Amazing wines at excellent prices	21 June 2019	Rated 5 out of 5 stars	Amazing wines at excellent prices. I look forward to the emails I receive several times a week. Always something new and exciting!
wineaccess	US	Great company	14 June 2019	Rated 5 out of 5 stars	I have been a regular Wine Access customer for over 7 years. They sell interesting and excellent  wines. Their service is responsive. Overall, it has been a great experience.
wineaccess	US	I have been using Wine Access for a few…	24 June 2019	Rated 5 out of 5 stars	I have been using Wine Access for a few years now and have never had a bad experience.  The wines they recommend are awesome.
wineaccess	US	The Whole thing is top notch	14 June 2019	Rated 5 out of 5 stars	Staff, selection and delivery has been top notch with every purchase. WA is largely my go to now- I've never been let down....
wineaccess	US	Great company	14 June 2019	Rated 5 out of 5 stars	Great company. If you don't like a wine, wine access will credit that to your account. That's customer service at it's finest.
wineaccess	US	Great customer service and delivery	22 June 2019	Rated 5 out of 5 stars	Great customer service and delivery. Wine Access has introduced me to some exceptional wines at a very good price. Love the background information on the wines and winemakers.
wineaccess	US	Great wine values, customer service and satisfaction guarantee	21 June 2019	Rated 5 out of 5 stars	I've always had excellent customer service and support from Wine Access.  I have been purchasing several cases per year for over 5 years now and have been very satisfied overall with the quality, value, condition upon arrival and satisfaction guarantee policy.  They are a good organization and worth consideration if you haven't tried them.
wineaccess	US	Couldn't give a O star but would have	22 September 2021	Rated 1 out of 5 stars	Couldn't give a O star but would have. Trying to solve a delivery problem is impossible. Good wine, but no service if you run in to a problem. What a shame.l
wineaccess	US	Wine descriptions are very good	14 June 2019	Rated 4 out of 5 stars	Wine descriptions are very good, but the wines do not always match the given ratings. Tasting is often disappointing.
wineaccess	US	enjoy the commentary on each offering	14 June 2019	Rated 5 out of 5 stars	enjoy the commentary on each offering. enjoy the wines when i drink them and the staff are great in handling any issue
wineaccess	US	Wine Access absolutely stands behind…	23 June 2019	Rated 5 out of 5 stars	Wine Access absolutely stands behind their products.  Staff has been very easy to work with and accessible.
wineaccess	US	Good wine	21 June 2019	Rated 4 out of 5 stars	Wine Access provides good wine at reasonable prices. Their descriptions are great, the selections are great and service is excellent.
wineaccess	US	Happy	19 June 2019	Rated 4 out of 5 stars	I have been happy with most that I bought from Wine Access, and have been extremely happy with their customer support.
wineaccess	US	WA consistently finds special red wines…	15 June 2019	Rated 5 out of 5 stars	WA consistently finds special red wines to agree with my palette. Price point is always fair to excellent. I love y’all
wineaccess	US	trustworthy and reliable	15 June 2019	Rated 5 out of 5 stars	trustworthy and reliable, they backup their service with positive and accurate results.Wine Access will make it right
wineaccess	US	Love your wines	15 June 2019	Rated 5 out of 5 stars	Love your wines. Seriously some of the BEST wines I’ve ever had. Plus the customer service is second to none. I love wine access. There is a reason I purchase from them ALL THE TIME!!!
wineaccess	US	BRILLIANT	15 June 2019	Rated 5 out of 5 stars	This is an amazing company. The website is easy to navigate, the selection of wines is wonderful, the shipping is top notch, and the customer service is unparalleled. I have nothing but superlatives regarding Wine Access.
wineaccess	US	Great selections from people who are…	22 June 2019	Rated 5 out of 5 stars	Great selections from people who are passionate about wine. Great prices and wonderful service. A+
wineaccess	US	Good wines at a great price	22 June 2019	Rated 4 out of 5 stars	Good wines at a great price.  Sometimes you can get a little overboard on the reviews but must of the time they have been accurate.
wineaccess	US	Great variety of wines and prices.	15 June 2019	Rated 5 out of 5 stars	Great variety of wines and prices.Customer service is very responsive on the very few occasions needed.
wineaccess	US	Wine Access a great resource.	14 June 2019	Rated 5 out of 5 stars	Wine Access have always been great. Fabulous products, great service excellent delivery. Have always been a great resource.
wineaccess	US	I like the variety of the wines…	15 June 2019	Rated 5 out of 5 stars	I like the variety of the wines offered, yet the frequency of recurrence of the certain varietals that I love.
wineaccess	MX	How many different types of liquor are…	18 October 2020	Rated 4 out of 5 stars	How many different types of liquor are there? A ton, apparently, and this is the place to buy them. Go here, it's awesome.
wineaccess	US	All of the descriptions are accurate	15 June 2019	Rated 5 out of 5 stars	All of the descriptions are accurate.  Didn’t charge for a wine hat was not as advertised
wineaccess	US	Never have I had better customer…	14 June 2019	Rated 5 out of 5 stars	Never have I had better customer service and the wines i've purchased run from good to great.Well done!
wineaccess	US	Solid recos	14 June 2019	Rated 5 out of 5 stars	Solid recos. Good info. Prompt shipping with good packaging. Excellent price point.
wineaccess	US	i have been introduced to many good…try something new	14 June 2019	Rated 5 out of 5 stars	i have been introduced to many good wines and tried different wines because of Wine Access.
wineaccess	US	Very professional staff	14 June 2019	Rated 5 out of 5 stars	Very professional staff . Wine Access is a fair company & I enjoy buying from them .
wineaccess	US	Great people to deal with both on…	14 June 2019	Rated 5 out of 5 stars	Great people to deal with both on orders and any changes. Couldn’t ask for better customer service.
wineaccess	US	Had some excellent wines and some…	15 June 2019	Rated 4 out of 5 stars	Had some excellent wines and some disappointing wines that I felt Wine Access over hyped.
